expid,count,exp,start_second,alpha,use_data_perc,accuracy,time
462,8,1.02,70,0.010,0.500,0.8423681325374589,14738
463,8,1.05,70,0.010,0.500,0.8492456096957705,15535
464,8,1.1,70,0.010,0.500,0.8448403860430587,12916
465,8,1.2,70,0.010,0.500,0.8398427904691722,18088
466,8,1.3,70,0.010,0.500,0.8009530791788856,15365
467,8,1.35,70,0.010,0.500,0.8377916208623427,19625
468,8,1.375,70,0.010,0.500,0.834251438364549,16447
469,8,1.4,70,0.010,0.500,0.8264823119083209,13889
470,8,1.425,70,0.010,0.500,0.8421762038965813,21930
471,8,1.45,70,0.010,0.500,0.8307938068321455,17201
472,8,1.5,70,0.010,0.500,0.7878750614854895,13932
473,8,1.7,70,0.010,0.500,0.7348466257668712,14438
474,8,1.85,70,0.010,0.500,0.7749319475377382,15546
475,16,1.02,70,0.010,0.500,0.8299486175678982,36137
476,16,1.05,70,0.010,0.500,0.8448746587242492,34417
477,16,1.1,70,0.010,0.500,0.8224229674545229,33461
478,16,1.2,70,0.010,0.500,0.8147459727385378,29203
479,16,1.3,70,0.010,0.500,0.7176992240423697,25276
480,16,1.35,70,0.010,0.500,0.7340805517920926,25598
481,16,1.375,70,0.010,0.500,0.7498438085717856,23545
482,28,1.02,70,0.010,0.500,0.8314031451907838,46699
483,28,1.05,70,0.010,0.500,0.8221153846153846,41490
484,28,1.1,70,0.010,0.500,0.8202400098973154,41153
485,28,1.2,70,0.010,0.500,0.745948580480078,33574
486,48,1.02,70,0.010,0.500,0.8192696767826302,72321
487,48,1.05,70,0.010,0.500,0.7869836695485111,73002
488,48,1.1,70,0.010,0.500,0.6833642547928263,51629
489,8,1.02,10,0.020,0.330,0.8070110701107011,8117
490,8,1.05,10,0.020,0.330,0.8130005587632706,7862
491,8,1.1,10,0.020,0.330,0.8205128205128205,7901
492,8,1.2,10,0.020,0.330,0.8346325167037862,14033
493,8,1.3,10,0.020,0.330,0.8251036562382209,10624
494,8,1.35,10,0.020,0.330,0.8309365781710915,11152
495,8,1.375,10,0.020,0.330,0.8208402739218953,10391
496,8,1.4,10,0.020,0.330,0.8265832106038291,11207
497,8,1.425,10,0.020,0.330,0.8012905674701082,10522
498,8,1.45,10,0.020,0.330,0.8266970041714069,11197
499,8,1.5,10,0.020,0.330,0.8291127368223598,10428
500,8,1.7,10,0.020,0.330,0.8345392231530845,11818
501,8,1.85,10,0.020,0.330,0.8547965658827921,10173
502,8,2.0,10,0.020,0.330,0.8318466502182578,10649
503,8,2.2,10,0.020,0.330,0.8195712954333644,11387
504,8,2.4,10,0.020,0.330,0.7817595752749337,12152
505,16,1.02,10,0.020,0.330,0.8243782039111449,16348
506,16,1.05,10,0.020,0.330,0.8201156932263483,19940
507,16,1.1,10,0.020,0.330,0.8283858998144712,24174
508,16,1.2,10,0.020,0.330,0.8354190367842245,21903
509,16,1.3,10,0.020,0.330,0.802586534804108,23671
510,16,1.35,10,0.020,0.330,0.8043108338060124,28040
511,16,1.375,10,0.020,0.330,0.8300395256916996,21520
512,16,1.4,10,0.020,0.330,0.813581640331076,24260
513,16,1.425,10,0.020,0.330,0.7694188452134663,23014
514,16,1.45,10,0.020,0.330,0.8064576334453154,22625
515,16,1.5,10,0.020,0.330,0.7421407185628742,22569
516,28,1.02,10,0.020,0.330,0.8033188761078635,28911
517,28,1.05,10,0.020,0.330,0.8266494178525227,30344
518,28,1.1,10,0.020,0.330,0.8118867924528302,31669
519,28,1.2,10,0.020,0.330,0.825,27586
520,48,1.02,10,0.020,0.330,0.8132237579379903,43026
521,48,1.05,10,0.020,0.330,0.7964127218934911,44625
522,48,1.1,10,0.020,0.330,0.8012796386902522,44154
523,8,1.02,20,0.020,0.330,0.8233983286908078,9401
524,8,1.05,20,0.020,0.330,0.8273436014451416,9653
525,8,1.1,20,0.020,0.330,0.8311466058185967,11068
526,8,1.2,20,0.020,0.330,0.8282070517629407,9038
527,8,1.3,20,0.020,0.330,0.8175562581365073,10647
528,8,1.35,20,0.020,0.330,0.8257462686567164,9125
529,8,1.375,20,0.020,0.330,0.84080058758722,10424
530,8,1.4,20,0.020,0.330,0.8065543071161049,23085
531,8,1.425,20,0.020,0.330,0.8129283200592702,20874
532,8,1.45,20,0.020,0.330,0.8195445920303606,11433
533,8,1.5,20,0.020,0.330,0.8035548972412516,13112
534,8,1.7,20,0.020,0.330,0.8409384814335858,21360
535,8,1.85,20,0.020,0.330,0.8268167079916079,19359
536,8,2.0,20,0.020,0.330,0.7651019263138208,11014
537,8,2.2,20,0.020,0.330,0.7273235239336934,10829
538,16,1.02,20,0.020,0.330,0.8280542986425339,25820
539,16,1.05,20,0.020,0.330,0.8075151961687235,22429
540,16,1.1,20,0.020,0.330,0.8261523988711195,22417
541,16,1.2,20,0.020,0.330,0.8092485549132948,21071
542,16,1.3,20,0.020,0.330,0.8454562280214696,23488
543,16,1.35,20,0.020,0.330,0.827485380116959,25754
544,16,1.375,20,0.020,0.330,0.807970342910102,19264
545,16,1.4,20,0.020,0.330,0.7593080105302745,17669
546,16,1.425,20,0.020,0.330,0.7432158021044859,19502
547,16,1.45,20,0.020,0.330,0.7832127902550438,17892
548,28,1.02,20,0.020,0.330,0.8260788342985242,33227
549,28,1.05,20,0.020,0.330,0.8264337257880744,31891
550,28,1.1,20,0.020,0.330,0.8095940959409594,31987
551,28,1.2,20,0.020,0.330,0.7867579064176068,25942
552,48,1.02,20,0.020,0.330,0.808322592524397,44871
553,48,1.05,20,0.020,0.330,0.831371059627801,57852
554,48,1.1,20,0.020,0.330,0.822117202268431,42515
555,8,1.02,45,0.020,0.330,0.830952380952381,9131
556,8,1.05,45,0.020,0.330,0.8138397893945092,9406
557,8,1.1,45,0.020,0.330,0.835318585743997,11791
558,8,1.2,45,0.020,0.330,0.8141145638337701,13255
559,8,1.3,45,0.020,0.330,0.8120654012403683,11632
560,8,1.35,45,0.020,0.330,0.8010863457576325,15338
561,8,1.375,45,0.020,0.330,0.796661039204652,11842
562,8,1.4,45,0.020,0.330,0.7909949972206781,14338
563,8,1.425,45,0.020,0.330,0.7853463079564968,9263
564,8,1.45,45,0.020,0.330,0.8068535825545171,10886
565,8,1.5,45,0.020,0.330,0.8155430711610487,11128
566,8,1.7,45,0.020,0.330,0.7784632641615256,14882
567,8,1.85,45,0.020,0.330,0.7997389520790602,10145
568,8,2.0,45,0.020,0.330,0.7171239356669821,10521
569,16,1.02,45,0.020,0.330,0.8323131144500093,20365
570,16,1.05,45,0.020,0.330,0.8051367950865438,20800
571,16,1.1,45,0.020,0.330,0.7905632226781052,26140
572,16,1.2,45,0.020,0.330,0.7648593255077324,24082
573,16,1.3,45,0.020,0.330,0.7888991674375578,18725
574,16,1.35,45,0.020,0.330,0.7612456747404844,18503
575,16,1.375,45,0.020,0.330,0.7532706836189423,18700
576,16,1.4,45,0.020,0.330,0.7483666231099496,20068
577,28,1.02,45,0.020,0.330,0.8093228115250505,27628
578,28,1.05,45,0.020,0.330,0.8091247672253259,42718
579,28,1.1,45,0.020,0.330,0.7506894649751793,31502
580,28,1.2,45,0.020,0.330,0.7112649700598802,25186
581,48,1.02,45,0.020,0.330,0.7826168224299065,40259
582,48,1.05,45,0.020,0.330,0.7631677250653717,51444
583,48,1.1,45,0.020,0.330,0.74062205466541,38497
584,8,1.02,70,0.020,0.330,0.825774754346183,9850
585,8,1.05,70,0.020,0.330,0.8070708990686182,12574
586,8,1.1,70,0.020,0.330,0.8042448360811066,10621
587,8,1.2,70,0.020,0.330,0.8128776435045317,12009
588,8,1.3,70,0.020,0.330,0.8002977852224084,11363
589,8,1.35,70,0.020,0.330,0.8063675293241482,10666
590,8,1.375,70,0.020,0.330,0.759401309635173,11699
591,8,1.4,70,0.020,0.330,0.8192048012003,11588
592,8,1.425,70,0.020,0.330,0.8248660631812303,12684
593,8,1.45,70,0.020,0.330,0.7897553516819572,10533
594,8,1.5,70,0.020,0.330,0.8244387191755613,10158
595,8,1.7,70,0.020,0.330,0.7309229651162791,10684
596,8,1.85,70,0.020,0.330,0.7458502397639247,10341
597,16,1.02,70,0.020,0.330,0.8181130648515788,23797
598,16,1.05,70,0.020,0.330,0.8133509833585476,31215
599,16,1.1,70,0.020,0.330,0.7958154305996638,27559
600,16,1.2,70,0.020,0.330,0.7904445674229846,21683
601,16,1.3,70,0.020,0.330,0.7093399277154271,17355
602,16,1.35,70,0.020,0.330,0.7017319963536919,17551
603,16,1.375,70,0.020,0.330,0.7433495691270139,16316
604,28,1.02,70,0.020,0.330,0.8058608058608059,32141
605,28,1.05,70,0.020,0.330,0.7875070768069448,31274
606,28,1.1,70,0.020,0.330,0.7912621359223301,26669
607,28,1.2,70,0.020,0.330,0.7533221036870672,23330
608,48,1.02,70,0.020,0.330,0.792619926199262,52767
609,48,1.05,70,0.020,0.330,0.733357919970496,50901
610,48,1.1,70,0.020,0.330,0.6864599092284418,36308
611,8,1.02,10,0.020,0.500,0.832491063724886,13269
612,8,1.05,10,0.020,0.500,0.8293885601577909,14756
613,8,1.1,10,0.020,0.500,0.8358357116267527,12357
614,8,1.2,10,0.020,0.500,0.8310542018896072,51865
615,8,1.3,10,0.020,0.500,0.8367069859294002,26928
616,8,1.35,10,0.020,0.500,0.8267861527129879,14941
617,8,1.375,10,0.020,0.500,0.828996282527881,15564
618,8,1.4,10,0.020,0.500,0.8225162256615077,15068
619,8,1.425,10,0.020,0.500,0.8144177449168207,15511
620,8,1.45,10,0.020,0.500,0.8397310513447432,25847
621,8,1.5,10,0.020,0.500,0.8315022836686828,15156
622,8,1.7,10,0.020,0.500,0.8418967438405348,18560
623,8,1.85,10,0.020,0.500,0.8530663329161452,40139
624,8,2.0,10,0.020,0.500,0.8282680336872941,15438
625,8,2.2,10,0.020,0.500,0.7886941495926931,28136
626,8,2.4,10,0.020,0.500,0.7632130097326598,21682
627,16,1.02,10,0.020,0.500,0.81520922074668,37229
628,16,1.05,10,0.020,0.500,0.8155050316809541,34646
629,16,1.1,10,0.020,0.500,0.8237669807857055,37609
630,16,1.2,10,0.020,0.500,0.8339955301713434,29574
631,16,1.3,10,0.020,0.500,0.798340856410882,33729
632,16,1.35,10,0.020,0.500,0.8133152842727049,42462
633,16,1.375,10,0.020,0.500,0.8379765395894428,33557
634,16,1.4,10,0.020,0.500,0.8090819104182133,31884
635,16,1.425,10,0.020,0.500,0.7522145669291339,26627
636,16,1.45,10,0.020,0.500,0.8239009287925697,28120
637,16,1.5,10,0.020,0.500,0.7498134792340214,29147
638,28,1.02,10,0.020,0.500,0.8160383151172786,73258
639,28,1.05,10,0.020,0.500,0.8254607591846699,37968
640,28,1.1,10,0.020,0.500,0.8435357492654261,55688
641,28,1.2,10,0.020,0.500,0.7928694793979768,41692
642,48,1.02,10,0.020,0.500,0.8110255773528682,95299
643,48,1.05,10,0.020,0.500,0.8073929961089494,84414
644,48,1.1,10,0.020,0.500,0.8010310543758439,67952
645,8,1.02,20,0.020,0.500,0.8184076512234505,15075
646,8,1.05,20,0.020,0.500,0.8206025753219153,18073
647,8,1.1,20,0.020,0.500,0.8371488677143918,41167
648,8,1.2,20,0.020,0.500,0.8211411850768106,15048
649,8,1.3,20,0.020,0.500,0.821254270375793,14172
650,8,1.35,20,0.020,0.500,0.8430647942843065,23413
651,8,1.375,20,0.020,0.500,0.8308017928286853,17009
652,8,1.4,20,0.020,0.500,0.8403176542455711,26126
653,8,1.425,20,0.020,0.500,0.8047191839744378,19329
654,8,1.45,20,0.020,0.500,0.8000241808729295,22719
655,8,1.5,20,0.020,0.500,0.7615232930736998,30590
656,8,1.7,20,0.020,0.500,0.8332925036746692,32773
657,8,1.85,20,0.020,0.500,0.8159901599015991,32000
658,8,2.0,20,0.020,0.500,0.7654080389768575,15171
659,8,2.2,20,0.020,0.500,0.7010360138135175,14355
660,16,1.02,20,0.020,0.500,0.8228649453823237,36838
661,16,1.05,20,0.020,0.500,0.8341296092122994,43050
662,16,1.1,20,0.020,0.500,0.8215255492470995,45707
663,16,1.2,20,0.020,0.500,0.8114356743318831,34945
664,16,1.3,20,0.020,0.500,0.8462588410472763,33369
665,16,1.35,20,0.020,0.500,0.8258254572235179,29832
666,16,1.375,20,0.020,0.500,0.8154423332929929,29110
667,16,1.4,20,0.020,0.500,0.7533775485138786,26917
668,16,1.425,20,0.020,0.500,0.7613650363434766,27799
669,16,1.45,20,0.020,0.500,0.7903763109191857,26575
670,28,1.02,20,0.020,0.500,0.8143629732109169,57342
671,28,1.05,20,0.020,0.500,0.8185857089966679,58865
672,28,1.1,20,0.020,0.500,0.8007564665690581,81931
673,28,1.2,20,0.020,0.500,0.813708477937531,39278
674,48,1.02,20,0.020,0.500,0.8125691796826958,84480
675,48,1.05,20,0.020,0.500,0.7706814181543877,78710
676,48,1.1,20,0.020,0.500,0.8166850964491952,64924
677,8,1.02,45,0.020,0.500,0.831456502908056,30379
678,8,1.05,45,0.020,0.500,0.8376479289940828,12310
679,8,1.1,45,0.020,0.500,0.8284707026501337,18575
680,8,1.2,45,0.020,0.500,0.8432781295664881,19830
681,8,1.3,45,0.020,0.500,0.8082959641255605,48378
682,8,1.35,45,0.020,0.500,0.7957703184556744,16564
683,8,1.375,45,0.020,0.500,0.7967012828344533,27355
684,8,1.4,45,0.020,0.500,0.7888709075065355,41531
685,8,1.425,45,0.020,0.500,0.8110062507660253,30129
686,8,1.45,45,0.020,0.500,0.805644171779141,24513
687,8,1.5,45,0.020,0.500,0.8067393458870169,23714
688,8,1.7,45,0.020,0.500,0.7826192794547225,17899
689,8,1.85,45,0.020,0.500,0.7919289152165865,16436
690,8,2.0,45,0.020,0.500,0.7075297874953936,13984
691,16,1.02,45,0.020,0.500,0.8311672236662954,34632
692,16,1.05,45,0.020,0.500,0.8096838436644261,39009
693,16,1.1,45,0.020,0.500,0.8235439289239882,31653
694,16,1.2,45,0.020,0.500,0.7637146371463714,29674
695,16,1.3,45,0.020,0.500,0.7677150899522702,26251
696,16,1.35,45,0.020,0.500,0.739065606361829,27138
697,16,1.375,45,0.020,0.500,0.7397091446881933,25109
698,16,1.4,45,0.020,0.500,0.7689861807508866,22725
699,28,1.02,45,0.020,0.500,0.8058455114822547,37165
700,28,1.05,45,0.020,0.500,0.8036688150718889,44244
701,28,1.1,45,0.020,0.500,0.7808653260207191,50561
702,28,1.2,45,0.020,0.500,0.735640739362362,36611
703,48,1.02,45,0.020,0.500,0.7969306322897484,72859
704,48,1.05,45,0.020,0.500,0.7701771653543307,71193
705,48,1.1,45,0.020,0.500,0.7458777885548011,58418
706,8,1.02,70,0.020,0.500,0.8194614443084456,12998
707,8,1.05,70,0.020,0.500,0.7986835568802781,21533
708,8,1.1,70,0.020,0.500,0.7996573246848611,13398
709,8,1.2,70,0.020,0.500,0.8245353159851301,15721
710,8,1.3,70,0.020,0.500,0.7926272962643324,16905
711,8,1.35,70,0.020,0.500,0.7945138378643155,25667
712,8,1.375,70,0.020,0.500,0.7928082191780822,15976
713,8,1.4,70,0.020,0.500,0.8225549147134618,25809
714,8,1.425,70,0.020,0.500,0.8499877240363368,17550
715,8,1.45,70,0.020,0.500,0.8083547086844998,29700
716,8,1.5,70,0.020,0.500,0.8483910891089109,15966
717,8,1.7,70,0.020,0.500,0.749969177659968,13782
718,8,1.85,70,0.020,0.500,0.7553763440860215,16698
719,16,1.02,70,0.020,0.500,0.8049055187085471,32376
720,16,1.05,70,0.020,0.500,0.807441172847111,32697
721,16,1.1,70,0.020,0.500,0.7863981101579013,42328
722,16,1.2,70,0.020,0.500,0.8166501486620417,27359
723,16,1.3,70,0.020,0.500,0.7120009918175055,26348
724,16,1.35,70,0.020,0.500,0.7198869223205506,22733
725,16,1.375,70,0.020,0.500,0.7391785538612887,20682
726,28,1.02,70,0.020,0.500,0.8204531537048377,51971
727,28,1.05,70,0.020,0.500,0.7952351863164325,53429
728,28,1.1,70,0.020,0.500,0.7822310460354883,39278
729,28,1.2,70,0.020,0.500,0.7428606297290701,33397
730,48,1.02,70,0.020,0.500,0.7954037267080746,78202
731,48,1.05,70,0.020,0.500,0.7358977510138872,61702
732,48,1.1,70,0.020,0.500,0.6821348594177656,55268
733,8,1.02,10,0.050,0.330,0.7373831775700934,9869
734,8,1.05,10,0.050,0.330,0.7561393489434609,9191
735,8,1.1,10,0.050,0.330,0.7434246827294464,10362
736,8,1.2,10,0.050,0.330,0.7774931381518756,9928
737,8,1.3,10,0.050,0.330,0.7711187214611872,9221
738,8,1.35,10,0.050,0.330,0.7877807384849639,9976
739,8,1.375,10,0.050,0.330,0.7980875321809489,8597
740,8,1.4,10,0.050,0.330,0.8117225782133434,9264
741,8,1.425,10,0.050,0.330,0.7973956338567598,10610
742,8,1.45,10,0.050,0.330,0.7892083644510829,11686
743,8,1.5,10,0.050,0.330,0.7982439753409303,10238
744,8,1.7,10,0.050,0.330,0.7866920152091255,12691
745,8,1.85,10,0.050,0.330,0.8379080118694362,10891
746,8,2.0,10,0.050,0.330,0.8197599261311173,11081
747,8,2.2,10,0.050,0.330,0.7547276853252648,11435
748,8,2.4,10,0.050,0.330,0.7636499626028422,10531
749,16,1.02,10,0.050,0.330,0.7414953271028037,19334
750,16,1.05,10,0.050,0.330,0.7374835927245453,20790
751,16,1.1,10,0.050,0.330,0.7869038607115821,18761
752,16,1.2,10,0.050,0.330,0.7978526471677156,29076
753,16,1.3,10,0.050,0.330,0.766629711751663,23341
754,16,1.35,10,0.050,0.330,0.7784519213090642,23591
755,16,1.375,10,0.050,0.330,0.8268979667972394,25829
756,16,1.4,10,0.050,0.330,0.7798718431963815,27800
757,16,1.425,10,0.050,0.330,0.731178778255184,24287
758,16,1.45,10,0.050,0.330,0.7864150943396226,25710
759,16,1.5,10,0.050,0.330,0.7516917293233083,23185
760,28,1.02,10,0.050,0.330,0.7605998889094612,26510
761,28,1.05,10,0.050,0.330,0.7602587800369686,30134
762,28,1.1,10,0.050,0.330,0.7872609166365933,38245
763,28,1.2,10,0.050,0.330,0.8146840148698885,27397
764,48,1.02,10,0.050,0.330,0.7543989627708835,44129
765,48,1.05,10,0.050,0.330,0.715906941554757,37992
766,48,1.1,10,0.050,0.330,0.7812732688011914,46493
767,8,1.02,20,0.050,0.330,0.7486002239641657,8750
768,8,1.05,20,0.050,0.330,0.7363385464581417,9498
769,8,1.1,20,0.050,0.330,0.7720921450151057,9871
770,8,1.2,20,0.050,0.330,0.786114221724524,9593
771,8,1.3,20,0.050,0.330,0.7910082768999247,10321
772,8,1.35,20,0.050,0.330,0.7954031650339111,8749
773,8,1.375,20,0.050,0.330,0.8105483625285606,11862
774,8,1.4,20,0.050,0.330,0.7903137039075399,12300
775,8,1.425,20,0.050,0.330,0.8142035972557018,11770
776,8,1.45,20,0.050,0.330,0.7685443390964863,13184
777,8,1.5,20,0.050,0.330,0.7889428464699291,13975
778,8,1.7,20,0.050,0.330,0.8183886255924171,10999
779,8,1.85,20,0.050,0.330,0.803407350689127,11834
780,8,2.0,20,0.050,0.330,0.7546104629281144,11514
781,8,2.2,20,0.050,0.330,0.7335488779003423,11019
782,16,1.02,20,0.050,0.330,0.663553147767607,20763
783,16,1.05,20,0.050,0.330,0.7788917243893547,22059
784,16,1.1,20,0.050,0.330,0.782707622298066,20543
785,16,1.2,20,0.050,0.330,0.8096654275092937,24987
786,16,1.3,20,0.050,0.330,0.8371359673529958,25069
787,16,1.35,20,0.050,0.330,0.7951558392790087,21412
788,16,1.375,20,0.050,0.330,0.7952426260704092,21549
789,16,1.4,20,0.050,0.330,0.7802904945762089,22012
790,16,1.425,20,0.050,0.330,0.7540555659146,22183
791,16,1.45,20,0.050,0.330,0.7590451324132786,24261
792,28,1.02,20,0.050,0.330,0.7560472529533095,28714
793,28,1.05,20,0.050,0.330,0.6954740175079158,31397
794,28,1.1,20,0.050,0.330,0.7712467240733808,38897
795,28,1.2,20,0.050,0.330,0.7756639668487474,28194
796,48,1.02,20,0.050,0.330,0.7753337093438616,45744
797,48,1.05,20,0.050,0.330,0.7993588534791627,57811
798,48,1.1,20,0.050,0.330,0.8122803772886998,40840
799,8,1.02,45,0.050,0.330,0.7739700374531835,13874
800,8,1.05,45,0.050,0.330,0.7809226245175519,8476
801,8,1.1,45,0.050,0.330,0.7882441597588545,9834
802,8,1.2,45,0.050,0.330,0.8102449055898299,10696
803,8,1.3,45,0.050,0.330,0.8149577361264241,11641
804,8,1.35,45,0.050,0.330,0.8197839681637293,11193
805,8,1.375,45,0.050,0.330,0.7949244261989177,15582
806,8,1.4,45,0.050,0.330,0.8080074487895716,12529
807,8,1.425,45,0.050,0.330,0.7735463496191715,13130
808,8,1.45,45,0.050,0.330,0.8172503725782414,15106
809,8,1.5,45,0.050,0.330,0.7967844456907833,10953
810,8,1.7,45,0.050,0.330,0.8075162151850439,12243
811,8,1.85,45,0.050,0.330,0.7883225208526413,12833
812,8,2.0,45,0.050,0.330,0.7093690248565966,10983
813,16,1.02,45,0.050,0.330,0.7621005419547748,22677
814,16,1.05,45,0.050,0.330,0.7885331347728965,22069
815,16,1.1,45,0.050,0.330,0.7661305232020706,26294
816,16,1.2,45,0.050,0.330,0.7427772600186393,23118
817,16,1.3,45,0.050,0.330,0.7917129115797262,23270
818,16,1.35,45,0.050,0.330,0.7374883720930232,19051
819,16,1.375,45,0.050,0.330,0.7176425999620997,19584
820,16,1.4,45,0.050,0.330,0.7656716417910447,17597
821,28,1.02,45,0.050,0.330,0.7745978301533857,34606
822,28,1.05,45,0.050,0.330,0.7754524886877828,39638
823,28,1.1,45,0.050,0.330,0.759207847492134,33326
824,28,1.2,45,0.050,0.330,0.7219747587230884,23756
825,48,1.02,45,0.050,0.330,0.7758299142111152,57883
826,48,1.05,45,0.050,0.330,0.7480255735238811,52746
827,48,1.1,45,0.050,0.330,0.7454780361757106,39873
828,8,1.02,70,0.050,0.330,0.7853530623712306,12223
829,8,1.05,70,0.050,0.330,0.7918352335417432,9294
830,8,1.1,70,0.050,0.330,0.8113137327874953,9701
831,8,1.2,70,0.050,0.330,0.7972170686456401,15797
832,8,1.3,70,0.050,0.330,0.7611940298507462,13817
833,8,1.35,70,0.050,0.330,0.7908163265306123,12363
834,8,1.375,70,0.050,0.330,0.792351745797155,12296
835,8,1.4,70,0.050,0.330,0.8108108108108109,10126
836,8,1.425,70,0.050,0.330,0.799815157116451,10183
837,8,1.45,70,0.050,0.330,0.7639565380292245,18763
838,8,1.5,70,0.050,0.330,0.7889363281975126,11005
839,8,1.7,70,0.050,0.330,0.7277583348682999,12584
840,8,1.85,70,0.050,0.330,0.7796016230173368,11624
841,16,1.02,70,0.050,0.330,0.7919776119402985,26576
842,16,1.05,70,0.050,0.330,0.7561751497005988,26931
843,16,1.1,70,0.050,0.330,0.7917776931861439,25804
844,16,1.2,70,0.050,0.330,0.761168384879725,22584
845,16,1.3,70,0.050,0.330,0.6746252082176568,21126
846,16,1.35,70,0.050,0.330,0.7090374724467303,19167
847,16,1.375,70,0.050,0.330,0.7083174360930943,17268
848,28,1.02,70,0.050,0.330,0.7801643630930146,36547
849,28,1.05,70,0.050,0.330,0.7838536855717717,27485
850,28,1.1,70,0.050,0.330,0.7439730891422164,30280
851,28,1.2,70,0.050,0.330,0.6620431115276476,23975
852,48,1.02,70,0.050,0.330,0.7758337889557135,58967
853,48,1.05,70,0.050,0.330,0.7291783642148606,47877
854,48,1.1,70,0.050,0.330,0.6728937044647861,37099
855,8,1.02,10,0.050,0.500,0.7509252405625463,13558
856,8,1.05,10,0.050,0.500,0.7633275477312175,19372
857,8,1.1,10,0.050,0.500,0.7426525067918004,15240
858,8,1.2,10,0.050,0.500,0.7664603960396039,13610
859,8,1.3,10,0.050,0.500,0.7877164569577675,15612
860,8,1.35,10,0.050,0.500,0.7944229840656688,14466
861,8,1.375,10,0.050,0.500,0.8017872657316619,15042
862,8,1.4,10,0.050,0.500,0.7969021065675341,15198
863,8,1.425,10,0.050,0.500,0.7922109933448361,19046
864,8,1.45,10,0.050,0.500,0.8026218154835518,14989
865,8,1.5,10,0.050,0.500,0.803799780781878,16317
866,8,1.7,10,0.050,0.500,0.8064275964759896,17361
867,8,1.85,10,0.050,0.500,0.8304122438903975,23647
868,8,2.0,10,0.050,0.500,0.798535692495424,22258
869,8,2.2,10,0.050,0.500,0.7577578805347724,17670
870,8,2.4,10,0.050,0.500,0.7217756893780141,14752
871,16,1.02,10,0.050,0.500,0.7508962788972678,28821
872,16,1.05,10,0.050,0.500,0.7636498700012381,32705
873,16,1.1,10,0.050,0.500,0.7760244648318043,28464
874,16,1.2,10,0.050,0.500,0.7890980681678356,54937
875,16,1.3,10,0.050,0.500,0.7805477096893036,40995
876,16,1.35,10,0.050,0.500,0.7794859180912557,30604
877,16,1.375,10,0.050,0.500,0.8144115488133105,33379
878,16,1.4,10,0.050,0.500,0.7493198120207767,38928
879,16,1.425,10,0.050,0.500,0.7167493796526054,31386
880,16,1.45,10,0.050,0.500,0.7993335801554979,30309
881,16,1.5,10,0.050,0.500,0.7396602658788775,32925
882,28,1.02,10,0.050,0.500,0.7552825552825553,42454
883,28,1.05,10,0.050,0.500,0.7713206627680312,45031
884,28,1.1,10,0.050,0.500,0.780002456700651,51319
885,28,1.2,10,0.050,0.500,0.8146088246199481,39338
886,48,1.02,10,0.050,0.500,0.7442804428044281,74395
887,48,1.05,10,0.050,0.500,0.7968634230674241,78195
888,48,1.1,10,0.050,0.500,0.7824314306893996,64917
889,8,1.02,20,0.050,0.500,0.7765603840945463,24984
890,8,1.05,20,0.050,0.500,0.7757776144991428,16856
891,8,1.1,20,0.050,0.500,0.781651376146789,14723
892,8,1.2,20,0.050,0.500,0.7853024168813643,15155
893,8,1.3,20,0.050,0.500,0.806881243063263,13789
894,8,1.35,20,0.050,0.500,0.8088910364822421,13206
895,8,1.375,20,0.050,0.500,0.7960712093308778,17534
896,8,1.4,20,0.050,0.500,0.8071455062430462,30147
897,8,1.425,20,0.050,0.500,0.8095942779627574,19133
898,8,1.45,20,0.050,0.500,0.7969505392339159,19013
899,8,1.5,20,0.050,0.500,0.8119203660195375,16408
900,8,1.7,20,0.050,0.500,0.824578668962972,21689
901,8,1.85,20,0.050,0.500,0.7526374581109594,18465
902,8,2.0,20,0.050,0.500,0.792116434202547,15028
903,8,2.2,20,0.050,0.500,0.7411086583272014,30938
904,16,1.02,20,0.050,0.500,0.7666585306321699,30317
905,16,1.05,20,0.050,0.500,0.7786541779640128,28066
906,16,1.1,20,0.050,0.500,0.7838895000611172,30335
907,16,1.2,20,0.050,0.500,0.7915991524367444,33602
908,16,1.3,20,0.050,0.500,0.8202247191011236,34798
909,16,1.35,20,0.050,0.500,0.8136116600790514,30321
910,16,1.375,20,0.050,0.500,0.8028899592441645,31517
911,16,1.4,20,0.050,0.500,0.7761595887896219,28533
912,16,1.425,20,0.050,0.500,0.7338650306748467,28315
913,16,1.45,20,0.050,0.500,0.7317313616759088,27747
914,28,1.02,20,0.050,0.500,0.7708074534161491,49925
915,28,1.05,20,0.050,0.500,0.787428854243999,47325
916,28,1.1,20,0.050,0.500,0.8198099415204678,49552
917,28,1.2,20,0.050,0.500,0.7803697729246805,37595
918,48,1.02,20,0.050,0.500,0.7797895767066307,70693
919,48,1.05,20,0.050,0.500,0.7966327519379846,83819
920,48,1.1,20,0.050,0.500,0.8256322957198443,64138
921,8,1.02,45,0.050,0.500,0.7849569664463016,26768
922,8,1.05,45,0.050,0.500,0.7776813391196529,15000
923,8,1.1,45,0.050,0.500,0.7846020761245674,14038
924,8,1.2,45,0.050,0.500,0.790386033931645,18913
925,8,1.3,45,0.050,0.500,0.804766609039269,16735
926,8,1.35,45,0.050,0.500,0.8040706228543404,24848
927,8,1.375,45,0.050,0.500,0.7877398334741161,24635
928,8,1.4,45,0.050,0.500,0.8143081951337611,18947
