expid,window_fn,count,exp_add,start_second,alpha,const_norm,use_data_perc,accuracy, time
1282,2,8,100,45,0.4,0,0.2,0.660258430507406,7641
270,2,28,10,2,0.02,0,0.2,0.660179178251467,22094
724,2,16,150,45,0.1,1,0.5,0.660022285502043,28317
652,1,8,1.35,2,0.1,1,0.5,0.659977281332828,12753
250,1,8,1.7,2,0.02,0,0.2,0.659975293390982,5948
389,2,8,10,45,0.02,0,0.33,0.659973226238286,9026
756,2,28,10,2,0.1,0,0.2,0.659912718204489,24282
798,1,16,1.1,45,0.1,0,0.2,0.659809640773718,17080
867,2,28,150,20,0.1,0,0.33,0.659689777611661,24110
818,1,8,2,2,0.1,0,0.33,0.659661521294402,10345
945,2,28,10,20,0.1,0,0.5,0.659446153846154,50408
962,1,16,1.3,45,0.1,0,0.5,0.659439252336449,30111
327,1,8,1.3,2,0.02,0,0.33,0.659295352323838,10188
920,2,28,100,2,0.1,0,0.5,0.659235668789809,36621
908,1,16,1.35,2,0.1,0,0.5,0.659228716953674,33716
260,1,16,1.35,2,0.02,0,0.2,0.659133709981168,15197
671,2,16,150,2,0.1,1,0.5,0.658876789428606,27005
449,1,16,1.2,20,0.02,0,0.5,0.658826411858385,34519
359,1,8,1.4,20,0.02,0,0.33,0.65881698498053,10600
1345,2,16,60,20,0.4,0,0.33,0.658784444010162,25629
425,2,16,10,2,0.02,0,0.5,0.658778342212861,39012
573,1,8,1.45,2,0.1,1,0.33,0.658709436777322,8238
378,2,28,10,20,0.02,0,0.33,0.658597026305757,36393
104,2,16,150,2,0.02,1,0.33,0.658590715738857,19024
302,1,8,1.2,45,0.02,0,0.2,0.658574540927482,7108
331,1,8,1.7,2,0.02,0,0.33,0.658325666973321,10648
463,1,8,1.1,45,0.02,0,0.5,0.658318209316394,17649
738,1,8,2.4,2,0.1,0,0.2,0.658208020050125,9038
746,1,16,1.35,2,0.1,0,0.2,0.658193779904306,14691
995,2,16,150,2,0.4,1,0.2,0.658122297714639,16421
902,2,8,60,2,0.1,0,0.5,0.658039985281491,14338
372,2,16,10,20,0.02,0,0.33,0.658020217432768,27529
414,1,8,2.4,2,0.02,0,0.5,0.657901234567901,15097
363,2,8,10,20,0.02,0,0.33,0.657894736842105,9949
918,2,28,10,2,0.1,0,0.5,0.657816744875278,44760
219,2,28,150,20,0.02,1,0.5,0.657705649157582,33937
829,1,16,1.45,2,0.1,0,0.33,0.657521463232549,28935
1244,2,28,100,2,0.4,0,0.2,0.657491398185799,19404
1048,2,16,150,45,0.4,1,0.2,0.6574568288854,14668
263,2,16,10,2,0.02,0,0.2,0.657439446366782,20529
960,1,16,1.1,45,0.1,0,0.5,0.657429172337004,36727
415,2,8,10,2,0.02,0,0.5,0.657410835493027,16015
287,1,16,1.2,20,0.02,0,0.2,0.657401623985009,12581
312,1,16,1.1,45,0.02,0,0.2,0.657360406091371,17848
356,1,8,1.2,20,0.02,0,0.33,0.657251184834123,11800
830,2,16,10,2,0.1,0,0.33,0.657196261682243,23310
500,1,16,1.1,2,0.1,1,0.2,0.657072113896626,9895
1426,2,16,60,20,0.4,0,0.5,0.657034406758908,39677
1308,2,8,100,2,0.4,0,0.33,0.656919351834606,10657
1286,1,16,1.3,45,0.4,0,0.2,0.656632173095014,16227
562,2,16,150,45,0.1,1,0.2,0.656416692814559,13404
624,2,28,150,20,0.1,1,0.33,0.656385179612563,23434
412,1,8,1.7,2,0.02,0,0.5,0.656311394891945,13599
478,2,16,10,45,0.02,0,0.5,0.656288305957342,50413
332,1,8,2,2,0.02,0,0.33,0.656082702602917,10035
924,1,8,1.3,20,0.1,0,0.5,0.655977392800098,19168
916,1,28,1.2,2,0.1,0,0.5,0.655972359328727,49056
741,2,8,100,2,0.1,0,0.2,0.655890581286913,8460
817,1,8,1.7,2,0.1,0,0.33,0.655823518414657,9291
1305,1,8,2.4,2,0.4,0,0.33,0.655746807329262,10373
783,2,28,10,20,0.1,0,0.2,0.655545257954896,22136
157,2,16,150,45,0.02,1,0.33,0.655486693401385,19595
464,1,8,1.2,45,0.02,0,0.5,0.655466277087899,17554
827,1,16,1.35,2,0.1,0,0.33,0.655429316446266,25346
869,1,8,1.2,45,0.1,0,0.33,0.655062698858319,13717
308,2,8,10,45,0.02,0,0.2,0.654989052236472,7359
705,2,28,150,20,0.1,1,0.5,0.654939106901218,32638
439,1,8,1.35,20,0.02,0,0.5,0.654520410718758,14127
953,1,8,1.4,45,0.1,0,0.5,0.654516640253566,16050
925,1,8,1.35,20,0.1,0,0.5,0.654427909246158,15371
259,1,16,1.3,2,0.02,0,0.2,0.65436770734784,13903
1320,1,28,1.1,2,0.4,0,0.33,0.654275092936803,31484
678,2,28,150,2,0.1,1,0.5,0.654178674351585,33106
421,1,16,1.3,2,0.02,0,0.5,0.65403018034597,28408
344,2,16,10,2,0.02,0,0.33,0.653996646171045,21146
341,1,16,1.35,2,0.02,0,0.33,0.653924661347189,23410
935,1,16,1.2,20,0.1,0,0.5,0.653898263332923,33173
1240,1,28,1.2,2,0.4,0,0.2,0.653669020571078,23364
901,2,8,10,2,0.1,0,0.5,0.65358024691358,13477
954,1,8,1.45,45,0.1,0,0.5,0.65354233522587,21431
257,1,16,1.1,2,0.02,0,0.2,0.653516819571865,10327
1233,1,16,1.4,2,0.4,0,0.2,0.653504744413835,19617
837,2,28,10,2,0.1,0,0.33,0.65350056158742,33225
244,1,8,1.1,2,0.02,0,0.2,0.653117359413203,6496
1374,2,28,10,45,0.4,0,0.33,0.652999240698557,40351
1289,2,16,60,45,0.4,0,0.2,0.652923076923077,14637
132,2,16,150,20,0.02,1,0.33,0.652694610778443,18928
1313,1,16,1.35,2,0.4,0,0.33,0.652576937337783,24696
267,1,28,1.1,2,0.02,0,0.2,0.652566096423017,24444
251,1,8,2,2,0.02,0,0.2,0.652490886998785,8631
1285,1,16,1.2,45,0.4,0,0.2,0.652471246502953,16861
411,1,8,1.45,2,0.02,0,0.5,0.652405094596266,14757
1396,1,16,1.45,2,0.4,0,0.5,0.652248921749846,39389
1059,1,8,1.45,2,0.4,1,0.33,0.652173913043478,8783
758,2,28,100,2,0.1,0,0.2,0.652054794520548,15965
649,1,8,1.1,2,0.1,1,0.5,0.652024539877301,15334
1084,1,8,1.1,20,0.4,1,0.33,0.65177049801174,9848
940,2,16,60,20,0.1,0,0.5,0.651749786611389,30637
769,2,8,60,20,0.1,0,0.2,0.651500789889415,7291
581,1,16,1.1,2,0.1,1,0.33,0.651158547710272,18110
326,1,8,1.2,2,0.02,0,0.33,0.651122625215889,8757
1352,2,28,100,20,0.4,0,0.33,0.651063829787234,32362
441,1,8,1.45,20,0.02,0,0.5,0.650856227670322,19284
1403,1,28,1.3,2,0.4,0,0.5,0.65079950799508,52758
835,1,28,1.2,2,0.1,0,0.33,0.650775633749527,30320
873,1,8,1.45,45,0.1,0,0.33,0.650684931506849,13291
1139,1,8,1.4,2,0.4,1,0.5,0.650416614848899,12045
939,2,16,10,20,0.1,0,0.5,0.650267779300037,31843
971,2,28,100,45,0.1,0,0.5,0.650018452454176,34125
1057,1,8,1.35,2,0.4,1,0.33,0.650009428625306,9129
276,1,8,1.3,20,0.02,0,0.2,0.649889902485058,6070
986,1,16,1.1,2,0.4,1,0.2,0.649800674639681,10596
650,1,8,1.2,2,0.1,1,0.5,0.649427410417436,15574
1140,1,8,1.45,2,0.4,1,0.5,0.649373002212933,14224
1158,1,28,1.1,2,0.4,1,0.5,0.649331534404514,50194
444,2,8,10,20,0.02,0,0.5,0.649290259422418,13303
777,2,16,10,20,0.1,0,0.2,0.649281698938164,16320
921,2,28,150,2,0.1,0,0.5,0.649271101310793,35084
570,1,8,1.3,2,0.1,1,0.33,0.649250936329588,8385
819,1,8,2.4,2,0.1,0,0.33,0.649210770659239,11378
866,2,28,100,20,0.1,0,0.33,0.649197268868795,25004
246,1,8,1.3,2,0.02,0,0.2,0.649128268991283,6085
597,2,28,150,2,0.1,1,0.33,0.649041146900019,24119
1191,2,28,150,20,0.4,1,0.5,0.649036085022244,37603
1003,1,8,1.1,20,0.4,1,0.2,0.648919987830849,5394
1054,1,8,1.1,2,0.4,1,0.33,0.648903389523292,7684
1239,1,28,1.1,2,0.4,0,0.2,0.64886191198786,23957
760,1,8,1.1,20,0.1,0,0.2,0.648843026891807,6216
730,1,8,1.1,2,0.1,0,0.2,0.648765432098765,5673
1068,1,16,1.2,2,0.4,1,0.33,0.648742077971961,17325
358,1,8,1.35,20,0.02,0,0.33,0.648638354599124,10327
815,1,8,1.4,2,0.1,0,0.33,0.648633575013943,9246
1077,1,28,1.1,2,0.4,1,0.33,0.648599157663432,33241
453,2,16,10,20,0.02,0,0.5,0.648566198901769,38677
1222,1,8,1.7,2,0.4,0,0.2,0.648439913500155,6491
734,1,8,1.4,2,0.1,0,0.2,0.648303765950825,5741
1353,2,28,150,20,0.4,0,0.33,0.648241206030151,28806
474,1,16,1.1,45,0.02,0,0.5,0.64791845757092,36996
926,1,8,1.4,20,0.1,0,0.5,0.647868288487529,17379
844,1,8,1.35,20,0.1,0,0.33,0.647822905232345,13741
1358,1,8,1.4,45,0.4,0,0.33,0.647814910025707,12311
812,1,8,1.2,2,0.1,0,0.33,0.647595974655237,9189
814,1,8,1.35,2,0.1,0,0.33,0.647522522522523,9420
754,1,28,1.2,2,0.1,0,0.2,0.647366800123191,17666
802,2,16,10,45,0.1,0,0.2,0.647257125344775,17413
897,1,8,1.45,2,0.1,0,0.5,0.647188804321139,13374
569,1,8,1.2,2,0.1,1,0.33,0.646981132075472,10803
1148,1,16,1.1,2,0.4,1,0.5,0.646827348745696,40031
1268,1,28,1.2,20,0.4,0,0.2,0.646805896805897,23024
843,1,8,1.3,20,0.1,0,0.33,0.646673095467695,11334
906,1,16,1.2,2,0.1,0,0.5,0.646433428112251,29689
1323,2,28,10,2,0.4,0,0.33,0.646428571428571,32528
438,1,8,1.3,20,0.02,0,0.5,0.646397231491781,13806
291,2,16,10,20,0.02,0,0.2,0.646367851622875,19103
1303,1,8,1.7,2,0.4,0,0.33,0.646366523444797,7976
1336,2,8,60,20,0.4,0,0.33,0.646284973133222,15223
790,1,8,1.35,45,0.1,0,0.2,0.646177370030581,8387
753,1,28,1.1,2,0.1,0,0.2,0.646063960639606,18627
743,1,16,1.1,2,0.1,0,0.2,0.645820433436533,10548
1238,2,16,150,2,0.4,0,0.2,0.645437844458053,12911
1382,1,8,1.4,2,0.4,0,0.5,0.645315370483772,14709
1002,2,28,150,2,0.4,1,0.2,0.645201625507971,16730
1236,2,16,60,2,0.4,0,0.2,0.645200486026732,17692
1405,2,28,60,2,0.4,0,0.5,0.645109632914511,41707
762,1,8,1.3,20,0.1,0,0.2,0.644808743169399,8069
1307,2,8,60,2,0.4,0,0.33,0.644788364721238,13265
185,2,16,150,2,0.02,1,0.5,0.644713821544614,26853
915,1,28,1.1,2,0.1,0,0.5,0.644687733266982,45840
735,1,8,1.45,2,0.1,0,0.2,0.6446227929374,7360
243,2,28,150,45,0.02,1,0.5,0.644568590937306,34035
1294,2,28,60,45,0.4,0,0.2,0.644485520640789,19075
1408,1,8,1.1,20,0.4,0,0.5,0.644345788629917,15553
893,1,8,1.2,2,0.1,0,0.5,0.644255319148936,12526
191,2,28,100,2,0.02,1,0.5,0.644211822660099,35478
1401,1,28,1.1,2,0.4,0,0.5,0.644162625885863,46859
1349,1,28,1.2,20,0.4,0,0.33,0.644137415982076,34836
1133,2,28,100,45,0.4,1,0.33,0.644134814535869,23875
871,1,8,1.35,45,0.1,0,0.33,0.644077448747153,11523
1438,1,8,1.35,45,0.4,0,0.5,0.643997053768721,18602
1164,2,28,150,2,0.4,1,0.5,0.643919832780032,36526
1260,1,16,1.3,20,0.4,0,0.2,0.643742255266419,21336
1392,1,16,1.2,2,0.4,0,0.5,0.64366823006665,31348
1327,1,8,1.1,20,0.4,0,0.33,0.643650938240116,10368
1433,2,28,100,20,0.4,0,0.5,0.643502257902659,38824
1302,1,8,1.45,2,0.4,0,0.33,0.643465383191411,9980
1230,1,16,1.2,2,0.4,0,0.2,0.643211407315561,14906
882,1,16,1.35,45,0.1,0,0.33,0.643112869794611,22606
1312,1,16,1.3,2,0.4,0,0.33,0.642964635063958,32677
1272,2,28,150,20,0.4,0,0.2,0.64294403892944,18845
1383,1,8,1.45,2,0.4,0,0.5,0.642937149968886,18425
957,2,8,60,45,0.1,0,0.5,0.642883594617948,18887
1373,1,28,1.1,45,0.4,0,0.33,0.642764257848783,29670
854,1,16,1.2,20,0.1,0,0.33,0.642752023546726,25879
1223,1,8,2,2,0.4,0,0.2,0.642726161369193,6982
931,2,8,60,20,0.1,0,0.5,0.642638224837563,18363
1225,2,8,10,2,0.4,0,0.2,0.64259373079287,6377
324,2,28,150,45,0.02,0,0.2,0.642477322489834,14575
1220,1,8,1.4,2,0.4,0,0.2,0.642268984446478,7025
1137,1,8,1.3,2,0.4,1,0.5,0.642096240969756,13013
745,1,16,1.3,2,0.1,0,0.2,0.642063001852996,15654
950,1,8,1.2,45,0.1,0,0.5,0.641967621419676,16560
759,2,28,150,2,0.1,0,0.2,0.641763625229639,15039
748,1,16,1.45,2,0.1,0,0.2,0.641659042390973,20024
749,2,16,10,2,0.1,0,0.2,0.641418695521491,16632
1056,1,8,1.3,2,0.4,1,0.33,0.641320474777448,8993
1301,1,8,1.4,2,0.4,0,0.33,0.641314380653498,11678
894,1,8,1.3,2,0.1,0,0.5,0.641308388056003,13772
910,1,16,1.45,2,0.1,0,0.5,0.641241191741872,38089
1311,1,16,1.2,2,0.4,0,0.33,0.641092327698309,25931
876,2,8,60,45,0.1,0,0.33,0.641082274986196,12414
896,1,8,1.4,2,0.1,0,0.5,0.640962368908081,13989
1138,1,8,1.35,2,0.4,1,0.5,0.640884652981427,13681
1058,1,8,1.4,2,0.4,1,0.33,0.640849003909886,8353
764,1,8,1.4,20,0.1,0,0.2,0.640845070422535,7194
543,2,28,150,20,0.1,1,0.2,0.640834111422347,16075
792,1,8,1.45,45,0.1,0,0.2,0.640663390663391,6272
1157,2,16,150,2,0.4,1,0.5,0.640555828824397,37268
1337,2,8,100,20,0.4,0,0.33,0.640539555231498,11770
1448,1,16,1.3,45,0.4,0,0.5,0.640537240537241,36921
409,1,8,1.35,2,0.02,0,0.5,0.640421878832475,24776
1226,2,8,60,2,0.4,0,0.2,0.640391078521234,6493
824,1,16,1.1,2,0.1,0,0.33,0.640380952380952,19691
731,1,8,1.2,2,0.1,0,0.2,0.640366972477064,6081
744,1,16,1.2,2,0.1,0,0.2,0.640366972477064,14462
278,1,8,1.4,20,0.02,0,0.2,0.640226628895184,8404
975,1,8,1.3,2,0.4,1,0.2,0.639975550122249,4703
922,1,8,1.1,20,0.1,0,0.5,0.639756097560976,14856
974,1,8,1.2,2,0.4,1,0.2,0.639731715106995,5351
1052,2,28,100,45,0.4,1,0.2,0.63969696969697,17688
1407,2,28,150,2,0.4,0,0.5,0.639630769230769,42499
927,1,8,1.45,20,0.1,0,0.5,0.639439762022806,15689
1439,1,8,1.4,45,0.4,0,0.5,0.639427860696517,17152
750,2,16,60,2,0.1,0,0.2,0.639369123445557,16862
1136,1,8,1.2,2,0.4,1,0.5,0.639259259259259,13469
1246,1,8,1.1,20,0.4,0,0.2,0.638957816377171,5766
909,1,16,1.4,2,0.1,0,0.5,0.638850718301062,43995
1067,1,16,1.1,2,0.4,1,0.33,0.6387705980374,16919
895,1,8,1.35,2,0.1,0,0.5,0.638418079096045,11449
397,2,16,10,45,0.02,0,0.33,0.638376383763838,32297
357,1,8,1.3,20,0.02,0,0.33,0.638329604772558,9342
816,1,8,1.45,2,0.1,0,0.33,0.638289962825279,10759
1221,1,8,1.45,2,0.4,0,0.2,0.638159925903056,7278
1310,1,16,1.1,2,0.4,0,0.33,0.63814683355128,18570
1451,2,16,60,45,0.4,0,0.5,0.638124614435534,40279
801,1,16,1.35,45,0.1,0,0.2,0.638122423089121,17690
881,1,16,1.3,45,0.1,0,0.33,0.637989457831325,27361
870,1,8,1.3,45,0.1,0,0.33,0.637834821428571,12123
1326,2,28,150,2,0.4,0,0.33,0.637780311668567,27390
976,1,8,1.35,2,0.4,1,0.2,0.637541428141006,5488
1381,1,8,1.35,2,0.4,0,0.5,0.637283589368447,12368
1276,1,8,1.35,45,0.4,0,0.2,0.637273295809881,7813
923,1,8,1.2,20,0.1,0,0.5,0.637208725830441,14644
1325,2,28,100,2,0.4,0,0.33,0.637028700056275,28892
1261,1,16,1.35,20,0.4,0,0.2,0.636822194199243,21707
1255,2,8,60,20,0.4,0,0.2,0.636782315013816,5745
286,1,16,1.1,20,0.02,0,0.2,0.636756090040086,14006
1317,2,16,60,2,0.4,0,0.33,0.636749769159741,24487
1380,1,8,1.3,2,0.4,0,0.5,0.636689757545769,14264
813,1,8,1.3,2,0.1,0,0.33,0.636482206074157,8306
1357,1,8,1.35,45,0.4,0,0.33,0.636346586646662,10765
1241,1,28,1.3,2,0.4,0,0.2,0.636335499845249,20777
1217,1,8,1.2,2,0.4,0,0.2,0.636030534351145,6388
834,1,28,1.1,2,0.1,0,0.33,0.636,26277
30,2,28,150,2,0.02,1,0.2,0.63599117554365,17058
1299,1,8,1.3,2,0.4,0,0.33,0.635947233418835,10904
879,1,16,1.1,45,0.1,0,0.33,0.635933806146572,20283
951,1,8,1.3,45,0.1,0,0.5,0.635922933499068,16111
811,1,8,1.1,2,0.1,0,0.33,0.635858492313391,8778
1424,1,16,1.4,20,0.4,0,0.5,0.635834571570084,34473
1376,2,28,100,45,0.4,0,0.33,0.635785139434774,31123
775,1,16,1.35,20,0.1,0,0.2,0.63574097135741,16260
1295,2,28,100,45,0.4,0,0.2,0.635601118359739,18786
845,1,8,1.4,20,0.1,0,0.33,0.635593220338983,10035
1219,1,8,1.35,2,0.4,0,0.2,0.635540287320425,7818
430,1,28,1.2,2,0.02,0,0.5,0.635383870186486,59417
858,2,16,10,20,0.1,0,0.33,0.635229357798165,26980
821,2,8,60,2,0.1,0,0.33,0.635024244684819,10143
1028,2,28,100,20,0.4,1,0.2,0.634920634920635,18649
1300,1,8,1.35,2,0.4,0,0.33,0.634795650543682,9751
938,1,16,1.4,20,0.1,0,0.5,0.63465605174773,33443
1245,2,28,150,2,0.4,0,0.2,0.634514637904468,18625
948,2,28,150,20,0.1,0,0.5,0.634407309449387,35464
1135,1,8,1.1,2,0.4,1,0.5,0.634134379597842,12706
367,1,16,1.1,20,0.02,0,0.33,0.634079236977256,18259
1055,1,8,1.2,2,0.4,1,0.33,0.634018691588785,8740
841,1,8,1.1,20,0.1,0,0.33,0.633364226135311,10359
840,2,28,150,2,0.1,0,0.33,0.633351638293978,23580
1367,1,16,1.3,45,0.4,0,0.33,0.633188597319237,23253
892,1,8,1.1,2,0.1,0,0.5,0.632858028518289,13662
1216,1,8,1.1,2,0.4,0,0.2,0.6328125,5930
1368,1,16,1.35,45,0.4,0,0.33,0.632745024408562,23384
1341,1,16,1.3,20,0.4,0,0.33,0.632744186046512,29020
973,1,8,1.1,2,0.4,1,0.2,0.632583923621805,5779
825,1,16,1.2,2,0.1,0,0.33,0.632098305715881,19975
736,1,8,1.7,2,0.1,0,0.2,0.632054879950109,6148
1224,1,8,2.4,2,0.4,0,0.2,0.632034632034632,6410
787,1,8,1.1,45,0.1,0,0.2,0.631417153396864,6271
1232,1,16,1.35,2,0.4,0,0.2,0.63127990430622,15448
846,1,8,1.45,20,0.1,0,0.33,0.631248847076185,12235
23,2,16,150,2,0.02,1,0.2,0.631230283911672,14404
1315,1,16,1.45,2,0.4,0,0.33,0.6309166040571,30988
1379,1,8,1.2,2,0.4,0,0.5,0.630890698248211,13947
316,2,16,10,45,0.02,0,0.2,0.63058527375708,17599
677,2,28,100,2,0.1,1,0.5,0.630577184526017,35136
1391,1,16,1.1,2,0.4,0,0.5,0.630356922316908,25914
1393,1,16,1.3,2,0.4,0,0.5,0.630265596046942,37895
1293,2,28,10,45,0.4,0,0.2,0.630141287284144,29109
1406,2,28,100,2,0.4,0,0.5,0.629885340895081,40034
1422,1,16,1.3,20,0.4,0,0.5,0.629779411764706,46128
1234,1,16,1.45,2,0.4,0,0.2,0.629754601226994,22154
1287,1,16,1.35,45,0.4,0,0.2,0.629372833280807,16454
1214,2,28,100,45,0.4,1,0.5,0.629341753704153,36505
850,2,8,60,20,0.1,0,0.33,0.629213483146067,11823
1354,1,8,1.1,45,0.4,0,0.33,0.629135338345865,11977
1378,1,8,1.1,2,0.4,0,0.5,0.629103380695737,12615
1297,1,8,1.1,2,0.4,0,0.33,0.629099923722349,9045
329,1,8,1.4,2,0.02,0,0.33,0.629007633587786,10317
1362,2,8,60,45,0.4,0,0.33,0.628688068287252,11565
1190,2,28,100,20,0.4,1,0.5,0.628627402963144,38523
647,2,28,100,45,0.1,1,0.33,0.628592483419307,23419
1215,2,28,150,45,0.4,1,0.5,0.628251445086705,35742
732,1,8,1.3,2,0.1,0,0.2,0.628104179285282,6173
1449,1,16,1.35,45,0.4,0,0.5,0.628011484209212,39661
1298,1,8,1.2,2,0.4,0,0.33,0.627964333143616,9961
1333,1,8,1.7,20,0.4,0,0.33,0.627863312054074,12705
1384,1,8,1.7,2,0.4,0,0.5,0.627637260950031,14963
820,2,8,10,2,0.1,0,0.33,0.627616669867486,9287
839,2,28,100,2,0.1,0,0.33,0.627313101406366,25652
900,1,8,2.4,2,0.1,0,0.5,0.626946181194066,19061
964,2,16,10,45,0.1,0,0.5,0.626935943501425,38494
733,1,8,1.35,2,0.1,0,0.2,0.626911314984709,5860
1435,1,8,1.1,45,0.4,0,0.5,0.626904496469714,23953
848,1,8,2,20,0.1,0,0.33,0.626893585187956,12285
928,1,8,1.7,20,0.1,0,0.5,0.626825043306112,14642
842,1,8,1.2,20,0.1,0,0.33,0.626708533431843,10180
1218,1,8,1.3,2,0.4,0,0.2,0.626649905719673,6683
1250,1,8,1.4,20,0.4,0,0.2,0.626131563065781,8102
1443,2,8,60,45,0.4,0,0.5,0.625476923076923,22457
785,2,28,100,20,0.1,0,0.2,0.625225225225225,15373
883,2,16,10,45,0.1,0,0.33,0.624786810687891,22715
809,2,28,100,45,0.1,0,0.2,0.624775583482944,18176
516,2,28,150,2,0.1,1,0.2,0.624071782178218,17262
340,1,16,1.3,2,0.02,0,0.33,0.623793615441722,33106
1335,2,8,10,20,0.4,0,0.33,0.623726895511128,12621
1304,1,8,2,2,0.4,0,0.33,0.623627906976744,10949
1434,2,28,150,20,0.4,0,0.5,0.623617596461047,39909
1377,2,28,150,45,0.4,0,0.33,0.623174840883564,29346
907,1,16,1.3,2,0.1,0,0.5,0.622968845448992,25839
929,1,8,2,20,0.1,0,0.5,0.622952853598015,14908
952,1,8,1.35,45,0.1,0,0.5,0.622783251231527,19138
956,2,8,10,45,0.1,0,0.5,0.622553352696048,21505
1235,2,16,10,2,0.4,0,0.2,0.622249767585993,18603
793,1,8,1.7,45,0.1,0,0.2,0.62172735479988,6856
1229,1,16,1.1,2,0.4,0,0.2,0.621621621621622,10053
1314,1,16,1.4,2,0.4,0,0.33,0.621591333582368,26203
853,1,16,1.1,20,0.1,0,0.33,0.621362868406232,20897
338,1,16,1.1,2,0.02,0,0.33,0.621140367493844,28810
1446,1,16,1.1,45,0.4,0,0.5,0.621042256991499,35868
1321,1,28,1.2,2,0.4,0,0.33,0.620902790784791,33776
1404,2,28,10,2,0.4,0,0.5,0.620801194326947,57625
1322,1,28,1.3,2,0.4,0,0.33,0.620612397311426,37233
1440,1,8,1.45,45,0.4,0,0.5,0.620167446441763,20418
1273,1,8,1.1,45,0.4,0,0.2,0.620056057303021,6925
1455,2,28,10,45,0.4,0,0.5,0.619309838472834,60965
1277,1,8,1.4,45,0.4,0,0.2,0.619152276295133,6785
1284,1,16,1.1,45,0.4,0,0.2,0.619148293566898,16148
972,2,28,150,45,0.1,0,0.5,0.619053472649047,32088
1454,1,28,1.1,45,0.4,0,0.5,0.619029804214989,60296
930,2,8,10,20,0.1,0,0.5,0.618883273758166,16914
849,2,8,10,20,0.1,0,0.33,0.618732782369146,10140
891,2,28,150,45,0.1,0,0.33,0.618642500462364,22892
890,2,28,100,45,0.1,0,0.33,0.618537319044933,24582
1361,2,8,10,45,0.4,0,0.33,0.61849925705795,10488
1365,1,16,1.1,45,0.4,0,0.33,0.618381804623415,30076
542,2,28,100,20,0.1,1,0.2,0.618274721971746,17088
1431,2,28,10,20,0.4,0,0.5,0.617952522255193,50654
1332,1,8,1.45,20,0.4,0,0.33,0.617251184834123,12197
408,1,8,1.3,2,0.02,0,0.5,0.617249015748032,14681
704,2,28,100,20,0.1,1,0.5,0.616754698439995,35858
761,1,8,1.2,20,0.1,0,0.2,0.616740088105727,6570
1355,1,8,1.2,45,0.4,0,0.33,0.616535727646839,11052
1247,1,8,1.2,20,0.4,0,0.2,0.616420782552918,5819
1394,1,16,1.35,2,0.4,0,0.5,0.616402770905492,38516
847,1,8,1.7,20,0.1,0,0.33,0.6163753449862,10294
245,1,8,1.2,2,0.02,0,0.2,0.616265060240964,6176
1275,1,8,1.3,45,0.4,0,0.2,0.615813953488372,7501
1251,1,8,1.45,20,0.4,0,0.2,0.615692307692308,6157
1342,1,16,1.35,20,0.4,0,0.33,0.615284249767008,25350
905,1,16,1.1,2,0.1,0,0.5,0.615176485057189,35279
1417,2,8,60,20,0.4,0,0.5,0.615156751419403,20460
772,1,16,1.1,20,0.1,0,0.2,0.615146831530139,13177
1388,2,8,60,2,0.4,0,0.5,0.615016562384983,23309
1385,1,8,2,2,0.4,0,0.5,0.61492133726647,14623
1279,1,8,1.7,45,0.4,0,0.2,0.61486693178342,8501
729,2,28,150,45,0.1,1,0.5,0.61445332001997,33204
1259,1,16,1.2,20,0.4,0,0.2,0.614348370927318,20125
1356,1,8,1.3,45,0.4,0,0.33,0.614162929745889,11362
1343,1,16,1.4,20,0.4,0,0.33,0.614093959731544,22009
739,2,8,10,2,0.1,0,0.2,0.613867684478371,6193
1231,1,16,1.3,2,0.4,0,0.2,0.613432373878056,14551
1429,1,28,1.1,20,0.4,0,0.5,0.613123294467874,44012
728,2,28,100,45,0.1,1,0.5,0.612974839664529,34439
648,2,28,150,45,0.1,1,0.33,0.612927612927613,25210
1306,2,8,10,2,0.4,0,0.33,0.612676056338028,16476
1402,1,28,1.2,2,0.4,0,0.5,0.612447309695016,49544
1134,2,28,150,45,0.4,1,0.33,0.612324204293116,25903
1242,2,28,10,2,0.4,0,0.2,0.61218836565097,21178
566,2,28,100,45,0.1,1,0.2,0.612066270709597,14729
1441,1,8,1.7,45,0.4,0,0.5,0.611991645165254,21298
422,1,16,1.35,2,0.02,0,0.5,0.611792105908311,47829
1395,1,16,1.4,2,0.4,0,0.5,0.611669526844815,36393
810,2,28,150,45,0.1,0,0.2,0.611517367458867,16646
1316,2,16,10,2,0.4,0,0.33,0.610841121495327,25304
1421,1,16,1.2,20,0.4,0,0.5,0.61072175089143,37560
1340,1,16,1.2,20,0.4,0,0.33,0.610272459499264,29046
763,1,8,1.35,20,0.1,0,0.2,0.610200927357032,5868
765,1,8,1.45,20,0.1,0,0.2,0.610169491525424,9172
1450,2,16,10,45,0.4,0,0.5,0.609798342199678,42994
1359,1,8,1.45,45,0.4,0,0.33,0.609697194872748,10022
1269,2,28,10,20,0.4,0,0.2,0.609506618531889,18472
1262,1,16,1.4,20,0.4,0,0.2,0.609370246425312,16456
407,1,8,1.2,2,0.02,0,0.5,0.609328726554788,13687
1344,2,16,10,20,0.4,0,0.33,0.609289099526066,27318
1436,1,8,1.2,45,0.4,0,0.5,0.608733087330873,28090
1274,1,8,1.2,45,0.4,0,0.2,0.608682266009852,7172
794,2,8,10,45,0.1,0,0.2,0.608021877848678,6412
1425,2,16,10,20,0.4,0,0.5,0.607930057874646,44195
