expid,window_fn,count,exp_add,start_second,alpha,const_norm,use_data_perc,accuracy, time
9,1,8,2.4,2,0.02,1,0.2,0.855395232120452,7166
25,1,28,1.2,2,0.02,1,0.2,0.852825627077667,20479
37,1,8,1.7,20,0.02,1,0.2,0.852247720842502,7286
207,1,16,1.3,20,0.02,1,0.5,0.847132970835393,35106
90,1,8,2.4,2,0.02,1,0.33,0.845270011489851,11235
62,1,8,1.4,45,0.02,1,0.2,0.842773135252244,7027
343,1,16,1.45,2,0.02,0,0.33,0.842686120463898,26128
112,1,8,1.1,20,0.02,1,0.33,0.842613214550854,12093
35,1,8,1.4,20,0.02,1,0.2,0.841735410937977,7656
126,1,16,1.3,20,0.02,1,0.33,0.841196136701337,29062
139,1,8,1.1,45,0.02,1,0.33,0.840486137485758,10014
89,1,8,2,2,0.02,1,0.33,0.838611217092713,11006
369,1,16,1.3,20,0.02,0,0.33,0.837652721214365,20084
227,2,8,10,45,0.02,1,0.5,0.837016574585635,15104
8,1,8,2,2,0.02,1,0.2,0.836658354114713,8090
6,1,8,1.45,2,0.02,1,0.2,0.835913312693498,6188
195,1,8,1.3,20,0.02,1,0.5,0.835800472695609,29071
167,1,8,1.4,2,0.02,1,0.5,0.835648432698218,11897
221,1,8,1.2,45,0.02,1,0.5,0.835005574136009,17250
32,1,8,1.2,20,0.02,1,0.2,0.834604821483064,7530
65,2,8,10,45,0.02,1,0.2,0.834554334554335,7383
467,1,8,1.4,45,0.02,0,0.5,0.834465719579988,28117
115,1,8,1.35,20,0.02,1,0.33,0.834136397331357,11691
19,1,16,1.45,2,0.02,1,0.2,0.834105653382762,20193
377,1,28,1.2,20,0.02,0,0.33,0.833956619296933,26055
220,1,8,1.1,45,0.02,1,0.5,0.833703429558352,14968
113,1,8,1.2,20,0.02,1,0.33,0.833681412568825,12158
685,1,8,1.7,20,0.1,1,0.5,0.833597464342314,13527
4,1,8,1.35,2,0.02,1,0.2,0.833592052157715,6303
33,1,8,1.3,20,0.02,1,0.2,0.833281298782391,7703
120,2,8,10,20,0.02,1,0.33,0.833051325437112,10889
83,1,8,1.2,2,0.02,1,0.33,0.832744186046512,8553
45,1,16,1.3,20,0.02,1,0.2,0.832716049382716,17460
58,1,8,1.1,45,0.02,1,0.2,0.832405689548547,8429
424,1,16,1.45,2,0.02,0,0.5,0.832355816226784,39464
21,2,16,60,2,0.02,1,0.2,0.832237871674491,23633
143,1,8,1.4,45,0.02,1,0.33,0.83218347939586,11994
483,2,28,10,45,0.02,0,0.5,0.831995058678196,51464
140,1,8,1.2,45,0.02,1,0.33,0.831671995486176,10339
255,2,8,100,2,0.02,0,0.2,0.830713422007255,7605
194,1,8,1.2,20,0.02,1,0.5,0.830712074303405,19732
73,2,16,10,45,0.02,1,0.2,0.830444374409077,12698
169,1,8,1.7,2,0.02,1,0.5,0.830369189255489,19399
10,2,8,10,2,0.02,1,0.2,0.830188679245283,7513
17,1,16,1.35,2,0.02,1,0.2,0.830112219451372,13028
59,1,8,1.2,45,0.02,1,0.2,0.829942301852414,7417
179,1,16,1.35,2,0.02,1,0.5,0.829570826097742,33502
297,2,28,10,20,0.02,0,0.2,0.829096477794793,19844
711,1,8,1.45,45,0.1,1,0.5,0.829075882794891,19429
133,1,28,1.1,20,0.02,1,0.33,0.828932893289329,34179
96,1,16,1.2,2,0.02,1,0.33,0.828830530889854,22955
201,2,8,10,20,0.02,1,0.5,0.828230665191196,22894
149,2,8,150,45,0.02,1,0.33,0.828197945845005,8987
116,1,8,1.4,20,0.02,1,0.33,0.827948910593539,13727
69,1,16,1.1,45,0.02,1,0.2,0.827764277035237,13412
16,1,16,1.3,2,0.02,1,0.2,0.827748199185719,12016
82,1,8,1.1,2,0.02,1,0.33,0.82773884175581,8436
98,1,16,1.35,2,0.02,1,0.33,0.827496757457847,19201
193,1,8,1.1,20,0.02,1,0.5,0.827315155981331,21489
208,1,16,1.35,20,0.02,1,0.5,0.827099331186525,29032
101,2,16,10,2,0.02,1,0.33,0.826555246053853,24508
88,1,8,1.7,2,0.02,1,0.33,0.826526789059573,13700
199,1,8,1.7,20,0.02,1,0.5,0.826507537688442,29145
205,1,16,1.1,20,0.02,1,0.5,0.826257188302949,37876
177,1,16,1.2,2,0.02,1,0.5,0.826017262638718,35507
127,1,16,1.35,20,0.02,1,0.33,0.82593984962406,23475
44,1,16,1.2,20,0.02,1,0.2,0.825659914057704,18308
350,1,28,1.3,2,0.02,0,0.33,0.825498307634449,26612
450,1,16,1.3,20,0.02,0,0.5,0.825440119018101,28776
95,1,16,1.1,2,0.02,1,0.33,0.825366596838697,17219
39,2,8,10,20,0.02,1,0.2,0.825189681335356,7686
164,1,8,1.2,2,0.02,1,0.5,0.825024437927664,11500
42,2,8,150,20,0.02,1,0.2,0.82488188976378,6789
168,1,8,1.45,2,0.02,1,0.5,0.824815724815725,60300
197,1,8,1.4,20,0.02,1,0.5,0.824420024420024,18829
402,2,28,10,45,0.02,0,0.33,0.824202626641651,35078
34,1,8,1.35,20,0.02,1,0.2,0.823979591836735,7495
24,1,28,1.1,2,0.02,1,0.2,0.823928461301264,27919
166,1,8,1.35,2,0.02,1,0.5,0.823792375512232,13635
342,1,16,1.4,2,0.02,0,0.33,0.823668423922923,26622
97,1,16,1.3,2,0.02,1,0.33,0.823637364654065,23474
150,1,16,1.1,45,0.02,1,0.33,0.823484848484848,25977
458,1,28,1.2,20,0.02,0,0.5,0.823479627614557,36820
91,2,8,10,2,0.02,1,0.33,0.823362362741386,12504
86,1,8,1.4,2,0.02,1,0.33,0.823071216617211,8263
100,1,16,1.45,2,0.02,1,0.33,0.822535211267605,31017
114,1,8,1.3,20,0.02,1,0.33,0.822480765622068,11857
129,2,16,10,20,0.02,1,0.33,0.822314049586777,32019
210,2,16,10,20,0.02,1,0.5,0.8221260815822,35396
321,2,28,10,45,0.02,0,0.2,0.822026163675084,23331
225,1,8,1.45,45,0.02,1,0.5,0.821993379919088,25322
522,1,8,1.45,20,0.1,1,0.2,0.821986258588382,7476
182,2,16,10,2,0.02,1,0.5,0.821791886260571,30108
46,1,16,1.35,20,0.02,1,0.2,0.821549861068231,16729
603,1,8,1.45,20,0.1,1,0.33,0.821541907784207,10993
236,2,16,60,45,0.02,1,0.5,0.821441774491682,31214
693,1,16,1.3,20,0.1,1,0.5,0.820901079806379,37315
806,1,28,1.1,45,0.1,0,0.2,0.820825515947467,21303
451,1,16,1.35,20,0.02,0,0.5,0.820762868781632,26878
1,1,8,1.1,2,0.02,1,0.2,0.820720720720721,5567
2,1,8,1.2,2,0.02,1,0.2,0.820622330689445,5867
20,2,16,10,2,0.02,1,0.2,0.820574162679426,22373
296,1,28,1.2,20,0.02,0,0.2,0.820441988950276,16442
15,1,16,1.2,2,0.02,1,0.2,0.820110701107011,12459
523,1,8,1.7,20,0.1,1,0.2,0.819642315853289,7395
105,1,28,1.1,2,0.02,1,0.33,0.81958174904943,31865
154,2,16,10,45,0.02,1,0.33,0.819290465631929,18221
336,2,8,100,2,0.02,0,0.33,0.819214299013219,10377
629,1,8,1.4,45,0.1,1,0.33,0.819140919366993,12173
163,1,8,1.1,2,0.02,1,0.5,0.819122720551996,11513
586,1,16,1.45,2,0.1,1,0.33,0.819058212829069,26162
94,2,8,150,2,0.02,1,0.33,0.818991097922849,11038
124,1,16,1.1,20,0.02,1,0.33,0.818671121009651,25673
14,1,16,1.1,2,0.02,1,0.2,0.818577197887543,10799
170,1,8,2,2,0.02,1,0.5,0.818561257058679,42575
84,1,8,1.3,2,0.02,1,0.33,0.818438914027149,8710
726,2,28,10,45,0.1,1,0.5,0.818427518427518,52857
85,1,8,1.35,2,0.02,1,0.33,0.818351709960755,8760
602,1,8,1.4,20,0.1,1,0.33,0.818215271389144,11040
31,1,8,1.1,20,0.02,1,0.2,0.818124804013797,5419
630,1,8,1.45,45,0.1,1,0.33,0.818077803203661,13487
1098,1,16,1.3,20,0.4,1,0.33,0.817806935332708,25936
1072,1,16,1.45,2,0.4,1,0.33,0.817272053372869,24675
48,2,16,10,20,0.02,1,0.2,0.817266625991458,20502
196,1,8,1.35,20,0.02,1,0.5,0.817216117216117,18287
74,2,16,60,45,0.02,1,0.2,0.816697473813925,12341
683,1,8,1.4,20,0.1,1,0.5,0.816642120765832,14397
117,1,8,1.45,20,0.02,1,0.33,0.816484345529989,11904
575,1,8,2,2,0.1,1,0.33,0.816253753753754,11048
1009,1,8,1.7,20,0.4,1,0.2,0.816002490660025,6517
235,2,16,10,45,0.02,1,0.5,0.815864727091881,42180
431,1,28,1.3,2,0.02,0,0.5,0.815600243753809,40246
707,1,8,1.2,45,0.1,1,0.5,0.81546594541431,14583
627,1,8,1.3,45,0.1,1,0.33,0.815327793167128,12976
186,1,28,1.1,2,0.02,1,0.5,0.815315315315315,59732
36,1,8,1.45,20,0.02,1,0.2,0.815308335915711,8977
364,2,8,60,20,0.02,0,0.33,0.815058479532164,11579
3,1,8,1.3,2,0.02,1,0.2,0.814995428223103,6426
547,1,8,1.35,45,0.1,1,0.2,0.814871016691957,7347
310,2,8,100,45,0.02,0,0.2,0.814678899082569,7114
141,1,8,1.3,45,0.02,1,0.33,0.814593077642657,11935
292,2,16,60,20,0.02,0,0.2,0.814268142681427,15825
656,1,8,2,2,0.1,1,0.5,0.813732741617357,14471
306,1,8,1.45,45,0.02,0,0.2,0.813683567501527,9054
1097,1,16,1.2,20,0.4,1,0.33,0.813676169182038,23114
198,1,8,1.45,20,0.02,1,0.5,0.81347535298489,27195
61,1,8,1.35,45,0.02,1,0.2,0.813421135152085,9296
345,2,16,60,2,0.02,0,0.33,0.812982714233174,21429
106,1,28,1.2,2,0.02,1,0.33,0.812955012133657,37644
7,1,8,1.7,2,0.02,1,0.2,0.812927284027346,8544
165,1,8,1.3,2,0.02,1,0.5,0.812884947031288,11714
538,1,28,1.1,20,0.1,1,0.2,0.812844036697248,20930
692,1,16,1.2,20,0.1,1,0.5,0.812423575446319,37971
604,1,8,1.7,20,0.1,1,0.33,0.812286689419795,11185
990,1,16,1.4,2,0.4,1,0.2,0.812265331664581,13705
1008,1,8,1.45,20,0.4,1,0.2,0.812134277794888,6070
1026,2,28,10,20,0.4,1,0.2,0.812130637636081,18372
175,2,8,150,2,0.02,1,0.5,0.812091301665638,15638
320,1,28,1.1,45,0.02,0,0.2,0.812013694366635,20137
60,1,8,1.3,45,0.02,1,0.2,0.811732186732187,7999
1115,1,8,1.4,45,0.4,1,0.33,0.811656671664168,9664
530,1,16,1.2,20,0.1,1,0.2,0.81164695177434,19995
592,1,28,1.2,2,0.1,1,0.33,0.811634349030471,31542
511,1,28,1.2,2,0.1,1,0.2,0.811326658322904,22550
224,1,8,1.4,45,0.02,1,0.5,0.811198235726538,32284
512,1,28,1.3,2,0.1,1,0.2,0.811062771908017,19859
531,1,16,1.3,20,0.1,1,0.2,0.810986964618249,19189
125,1,16,1.2,20,0.02,1,0.33,0.810909756544023,29268
144,1,8,1.45,45,0.02,1,0.33,0.810651974288338,11693
684,1,8,1.45,20,0.1,1,0.5,0.810591133004926,14400
269,1,28,1.3,2,0.02,0,0.2,0.810276679841897,17316
172,2,8,10,2,0.02,1,0.5,0.810164800603849,16363
645,2,28,10,45,0.1,1,0.33,0.809929603556873,36224
178,1,16,1.3,2,0.02,1,0.5,0.809916338582677,29533
371,1,16,1.4,20,0.02,0,0.33,0.80967680967681,18811
401,1,28,1.1,45,0.02,0,0.33,0.809595202398801,31784
709,1,8,1.35,45,0.1,1,0.5,0.809583385462279,15132
314,1,16,1.3,45,0.02,0,0.2,0.809553158705701,12378
469,1,8,1.7,45,0.02,0,0.5,0.80925,14874
181,1,16,1.45,2,0.02,1,0.5,0.809232688708671,38216
134,1,28,1.2,20,0.02,1,0.33,0.809225512528474,27171
40,2,8,60,20,0.02,1,0.2,0.809183990071362,7667
675,2,28,10,2,0.1,1,0.5,0.808943089430894,43135
231,1,16,1.1,45,0.02,1,0.5,0.808921110838044,39376
521,1,8,1.4,20,0.1,1,0.2,0.808899725693386,6165
155,2,16,60,45,0.02,1,0.33,0.808899030233885,21018
123,2,8,150,20,0.02,1,0.33,0.808759675287899,10109
1161,2,28,10,2,0.4,1,0.5,0.808627642673836,56618
283,2,8,60,20,0.02,0,0.2,0.808270676691729,6545
1171,1,8,1.7,20,0.4,1,0.5,0.808264261335934,14116
594,2,28,10,2,0.1,1,0.33,0.808067542213884,33408
1195,1,8,1.35,45,0.4,1,0.5,0.807974942777978,13031
667,1,16,1.45,2,0.1,1,0.5,0.807915893630179,33432
991,1,16,1.45,2,0.4,1,0.2,0.807892321810951,20001
520,1,8,1.35,20,0.1,1,0.2,0.807572936064556,7266
122,2,8,100,20,0.02,1,0.33,0.807520476545048,10813
102,2,16,60,2,0.02,1,0.33,0.807454579509271,23591
187,1,28,1.2,2,0.02,1,0.5,0.806840796019901,48671
1113,1,8,1.3,45,0.4,1,0.33,0.806797192463982,10637
222,1,8,1.3,45,0.02,1,0.5,0.806691903773355,21335
1153,1,16,1.45,2,0.4,1,0.5,0.806622353520433,36886
546,1,8,1.3,45,0.1,1,0.2,0.806558363417569,7554
146,2,8,10,45,0.02,1,0.33,0.80652460871205,10516
549,1,8,1.45,45,0.1,1,0.2,0.80640243902439,7724
289,1,16,1.35,20,0.02,0,0.2,0.806382978723404,14086
712,1,8,1.7,45,0.1,1,0.5,0.806347230864966,14454
176,1,16,1.1,2,0.02,1,0.5,0.806059101067792,31185
1152,1,16,1.4,2,0.4,1,0.5,0.806039206136613,35901
1033,1,8,1.35,45,0.4,1,0.2,0.805860805860806,6634
611,1,16,1.2,20,0.1,1,0.33,0.805827067669173,23887
216,2,28,10,20,0.02,1,0.5,0.805821619604428,61054
454,2,16,60,20,0.02,0,0.5,0.805405405405405,28540
1034,1,8,1.4,45,0.4,1,0.2,0.805393809377873,7703
710,1,8,1.4,45,0.1,1,0.5,0.805353398297767,14835
223,1,8,1.35,45,0.02,1,0.5,0.804573804573804,18047
1179,1,16,1.3,20,0.4,1,0.5,0.804527002091278,34497
108,2,28,10,2,0.02,1,0.33,0.804487768990252,35918
674,1,28,1.3,2,0.1,1,0.5,0.804302138706886,44605
505,1,16,1.45,2,0.1,1,0.2,0.804024767801858,17842
504,1,16,1.4,2,0.1,1,0.2,0.80398773006135,13426
52,1,28,1.1,20,0.02,1,0.2,0.803679131483715,22337
584,1,16,1.35,2,0.1,1,0.33,0.802927927927928,20996
548,1,8,1.4,45,0.1,1,0.2,0.802860696517413,8000
708,1,8,1.3,45,0.1,1,0.5,0.802816901408451,15200
240,2,28,10,45,0.02,1,0.5,0.80265421479479,49601
1182,2,16,10,20,0.4,1,0.5,0.802387104712686,36092
203,2,8,100,20,0.02,1,0.5,0.802230483271375,18368
66,2,8,60,45,0.02,1,0.2,0.802076970067196,9710
503,1,16,1.35,2,0.1,1,0.2,0.80184331797235,13132
1178,1,16,1.2,20,0.4,1,0.5,0.801818405209485,35346
183,2,16,60,2,0.02,1,0.5,0.801799580919512,30333
206,1,16,1.2,20,0.02,1,0.5,0.80179295100086,40384
1088,1,8,1.4,20,0.4,1,0.33,0.80178671133445,9465
1016,1,16,1.2,20,0.4,1,0.2,0.801763453937367,18501
433,2,28,60,2,0.02,0,0.5,0.801665034280117,39070
673,1,28,1.2,2,0.1,1,0.5,0.801615910503418,47546
92,2,8,60,2,0.02,1,0.33,0.801390454716272,15336
593,1,28,1.3,2,0.1,1,0.33,0.80116519451231,33063
1123,1,16,1.2,45,0.4,1,0.33,0.800337774441734,29139
190,2,28,60,2,0.02,1,0.5,0.800048738881443,36011
585,1,16,1.4,2,0.1,1,0.33,0.799962679604404,19225
696,2,16,10,20,0.1,1,0.5,0.799950817656461,35349
53,1,28,1.2,20,0.02,1,0.2,0.799693251533742,16719
506,2,16,10,2,0.1,1,0.2,0.799631223110018,14820
621,2,28,10,20,0.1,1,0.33,0.799547852298417,32674
519,1,8,1.3,20,0.1,1,0.2,0.799508750383789,6520
5,1,8,1.4,2,0.02,1,0.2,0.799384615384615,6387
665,1,16,1.35,2,0.1,1,0.5,0.798996819182775,40546
1169,1,8,1.4,20,0.4,1,0.5,0.798985022898874,15237
1087,1,8,1.35,20,0.4,1,0.33,0.798803290949888,9788
700,1,28,1.1,20,0.1,1,0.5,0.798632691112492,46081
601,1,8,1.35,20,0.1,1,0.33,0.798547756469931,11368
551,2,8,10,45,0.1,1,0.2,0.798477929984779,6808
863,1,28,1.2,20,0.1,0,0.33,0.798469863780556,31576
782,1,28,1.2,20,0.1,0,0.2,0.798423764777205,19757
130,2,16,60,20,0.02,1,0.33,0.798010137037732,23368
373,2,16,60,20,0.02,0,0.33,0.798008267568583,20636
215,1,28,1.2,20,0.02,1,0.5,0.797766749379653,37164
1188,2,28,10,20,0.4,1,0.5,0.797619047619048,43865
564,2,28,10,45,0.1,1,0.2,0.797251908396947,20069
107,1,28,1.3,2,0.02,1,0.33,0.797096053611318,27413
721,2,16,10,45,0.1,1,0.5,0.797043010752688,35549
502,1,16,1.3,2,0.1,1,0.2,0.79700397431978,12131
398,2,16,60,45,0.02,0,0.33,0.796939156401642,21077
1017,1,16,1.3,20,0.4,1,0.2,0.796898753420492,16437
1035,1,8,1.45,45,0.4,1,0.2,0.796832165702102,8446
214,1,28,1.1,20,0.02,1,0.5,0.79664570230608,58694
540,2,28,10,20,0.1,1,0.2,0.796432964329643,20969
229,2,8,100,45,0.02,1,0.5,0.796261913603169,19540
1196,1,8,1.4,45,0.4,1,0.5,0.796197626543957,15869
1154,2,16,10,2,0.4,1,0.5,0.796142910124861,34108
681,1,8,1.3,20,0.1,1,0.5,0.796013779527559,13427
628,1,8,1.35,45,0.1,1,0.33,0.795821114369501,14129
1204,1,16,1.2,45,0.4,1,0.5,0.795801763756055,43605
87,1,8,1.45,2,0.02,1,0.33,0.795718432510885,10116
1159,1,28,1.2,2,0.4,1,0.5,0.795613160518445,46563
67,2,8,100,45,0.02,1,0.2,0.795578340275553,8486
717,1,16,1.1,45,0.1,1,0.5,0.795290960107356,40163
49,2,16,60,20,0.02,1,0.2,0.794847628023877,16367
989,1,16,1.35,2,0.4,1,0.2,0.794809160305343,12706
1050,2,28,10,45,0.4,1,0.2,0.794629234055539,19590
159,2,28,10,45,0.02,1,0.33,0.794584500466853,36766
188,1,28,1.3,2,0.02,1,0.5,0.794429381316244,42027
237,2,16,100,45,0.02,1,0.5,0.794414086217365,27927
370,1,16,1.35,20,0.02,0,0.33,0.794360902255639,19728
887,1,28,1.1,45,0.1,0,0.33,0.794095665171898,35684
63,1,8,1.45,45,0.02,1,0.2,0.793943178270372,8049
640,2,16,10,45,0.1,1,0.33,0.793876026885736,23917
54,2,28,10,20,0.02,1,0.2,0.793435712134899,19015
298,2,28,60,20,0.02,0,0.2,0.793424317617866,14492
395,1,16,1.3,45,0.02,0,0.33,0.793162393162393,19276
1020,2,16,10,20,0.4,1,0.2,0.793144560357675,17031
18,1,16,1.4,2,0.02,1,0.2,0.793124616329036,18597
131,2,16,100,20,0.02,1,0.33,0.792901642439116,19931
702,2,28,10,20,0.1,1,0.5,0.792667822640575,46185
626,1,8,1.2,45,0.1,1,0.33,0.792502343017807,11025
1114,1,8,1.35,45,0.4,1,0.33,0.792407848890519,10198
27,2,28,10,2,0.02,1,0.2,0.792358283745694,25070
999,2,28,10,2,0.4,1,0.2,0.792341220423412,19555
211,2,16,60,20,0.02,1,0.5,0.79202666008393,29045
189,2,28,10,2,0.02,1,0.5,0.791922415909649,36300
403,2,28,60,45,0.02,0,0.33,0.791766660513199,25050
309,2,8,60,45,0.02,0,0.2,0.791757727130815,7843
576,1,8,2.4,2,0.1,1,0.33,0.791274915381722,11936
271,2,28,60,2,0.02,0,0.2,0.791229153798641,17064
539,1,28,1.2,20,0.1,1,0.2,0.790999697976442,20288
1070,1,16,1.35,2,0.4,1,0.33,0.790961502696671,23609
26,1,28,1.3,2,0.02,1,0.2,0.790861698865379,28008
204,2,8,150,20,0.02,1,0.5,0.790640695822614,17380
142,1,8,1.35,45,0.02,1,0.33,0.790546802594995,13038
99,1,16,1.4,2,0.02,1,0.33,0.790465423026192,23313
148,2,8,100,45,0.02,1,0.33,0.790419161676647,10624
1078,1,28,1.2,2,0.4,1,0.33,0.79034330824307,32082
718,1,16,1.2,45,0.1,1,0.5,0.790247488360696,29791
1007,1,8,1.4,20,0.4,1,0.2,0.790189873417722,7625
1116,1,8,1.45,45,0.4,1,0.33,0.789875302438116,10097
290,1,16,1.4,20,0.02,0,0.2,0.78969696969697,13425
379,2,28,60,20,0.02,0,0.33,0.789640987284966,24992
1193,1,8,1.2,45,0.4,1,0.5,0.789623576027736,15880
577,2,8,10,2,0.1,1,0.33,0.789292819678061,9493
555,1,16,1.1,45,0.1,1,0.2,0.789265019823117,13668
713,2,8,10,45,0.1,1,0.5,0.789233238671441,13732
1142,1,8,2,2,0.4,1,0.5,0.789087350134573,13658
1107,2,28,10,20,0.4,1,0.33,0.789006107717934,32645
471,2,8,60,45,0.02,0,0.5,0.788551115469478,14288
563,1,28,1.1,45,0.1,1,0.2,0.788496105452367,23361
156,2,16,100,45,0.02,1,0.33,0.788429445577601,21764
1089,1,8,1.45,20,0.4,1,0.33,0.788288288288288,10365
1101,2,16,10,20,0.4,1,0.33,0.78822872043211,23875
1168,1,8,1.35,20,0.4,1,0.5,0.787964907945138,14971
482,1,28,1.1,45,0.02,0,0.5,0.787852760736196,43707
1086,1,8,1.3,20,0.4,1,0.33,0.787844891871738,10086
147,2,8,60,45,0.02,1,0.33,0.787810383747178,11513
1212,2,28,10,45,0.4,1,0.5,0.787737010588525,38763
632,2,8,10,45,0.1,1,0.33,0.787509238728751,10537
466,1,8,1.35,45,0.02,0,0.5,0.787456008044243,16091
691,1,16,1.1,20,0.1,1,0.5,0.786540614504292,25814
655,1,8,1.7,2,0.1,1,0.5,0.786425673183327,13895
513,2,28,10,2,0.1,1,0.2,0.786306416948112,19666
1194,1,8,1.3,45,0.4,1,0.5,0.786030496802754,16383
1170,1,8,1.45,20,0.4,1,0.5,0.786020320724691,15186
587,2,16,10,2,0.1,1,0.33,0.785930408472012,23903
152,1,16,1.3,45,0.02,1,0.33,0.785848701543094,17663
682,1,8,1.35,20,0.1,1,0.5,0.785601169448167,13623
173,2,8,60,2,0.02,1,0.5,0.78542259621334,23467
1131,2,28,10,45,0.4,1,0.33,0.785201963004907,30250
1041,1,16,1.1,45,0.4,1,0.2,0.785108388312912,13968
1117,1,8,1.7,45,0.4,1,0.33,0.785043286056364,13245
497,2,8,60,2,0.1,1,0.2,0.784975669099757,8035
494,1,8,2,2,0.1,1,0.2,0.784972510690287,6998
1126,2,16,10,45,0.4,1,0.33,0.784795763993949,25880
600,1,8,1.3,20,0.1,1,0.33,0.784748309541698,9707
217,2,28,60,20,0.02,1,0.5,0.784690753214942,35159
1197,1,8,1.45,45,0.4,1,0.5,0.784685461036563,16527
352,2,28,60,2,0.02,0,0.33,0.784656796769852,26989
992,2,16,10,2,0.4,1,0.2,0.784644194756554,16215
1121,2,8,150,45,0.4,1,0.33,0.784609651574436,11957
659,2,8,60,2,0.1,1,0.5,0.78442816341736,15752
1012,2,8,60,20,0.4,1,0.2,0.7843797856049,6970
1122,1,16,1.1,45,0.4,1,0.33,0.784137673026562,27216
41,2,8,100,20,0.02,1,0.2,0.784126003705991,6640
460,2,28,60,20,0.02,0,0.5,0.784033509917457,38580
1006,1,8,1.35,20,0.4,1,0.2,0.783907345321548,6004
636,1,16,1.1,45,0.1,1,0.33,0.783902171929184,24615
1151,1,16,1.35,2,0.4,1,0.5,0.783880523327573,38776
78,2,28,10,45,0.02,1,0.2,0.783874923359902,21470
668,2,16,10,2,0.1,1,0.5,0.783803771724393,46046
657,1,8,2.4,2,0.1,1,0.5,0.783690564178369,17233
476,1,16,1.3,45,0.02,0,0.5,0.783632286995516,27037
318,2,16,100,45,0.02,0,0.2,0.783567774936061,12196
1031,1,8,1.2,45,0.4,1,0.2,0.783286560648581,6532
43,1,16,1.1,20,0.02,1,0.2,0.783083645443196,16598
1037,2,8,10,45,0.4,1,0.2,0.78287841191067,6878
174,2,8,100,2,0.02,1,0.5,0.782822689799434,15382
396,1,16,1.35,45,0.02,0,0.33,0.78265744720613,16229
687,2,8,10,20,0.1,1,0.5,0.782565503539054,13391
1112,1,8,1.2,45,0.4,1,0.33,0.782464542272978,10595
615,2,16,10,20,0.1,1,0.33,0.78210332103321,24840
544,1,8,1.1,45,0.1,1,0.2,0.782067247820673,7005
614,1,16,1.4,20,0.1,1,0.33,0.782060785767235,21401
534,2,16,10,20,0.1,1,0.2,0.782035561005518,15533
1176,2,8,150,20,0.4,1,0.5,0.781740196078431,18715
606,2,8,10,20,0.1,1,0.33,0.781736358522408,9944
574,1,8,1.7,2,0.1,1,0.33,0.781705948372615,10051
1073,2,16,10,2,0.4,1,0.33,0.781487101669196,22284
1207,2,16,10,45,0.4,1,0.5,0.781484673150314,36590
706,1,8,1.1,45,0.1,1,0.5,0.781477370822543,13396
997,1,28,1.2,2,0.4,1,0.2,0.781203676252594,18735
694,1,16,1.35,20,0.1,1,0.5,0.781093310505075,28109
625,1,8,1.1,45,0.1,1,0.33,0.78088930936613,11388
532,1,16,1.35,20,0.1,1,0.2,0.780791320995533,18811
440,1,8,1.4,20,0.02,0,0.5,0.780602171767029,15401
1069,1,16,1.3,2,0.4,1,0.33,0.780351139335077,22221
1024,1,28,1.1,20,0.4,1,0.2,0.780281690140845,22792
1150,1,16,1.3,2,0.4,1,0.5,0.78018844532606,27290
583,1,16,1.3,2,0.1,1,0.33,0.780034162080091,20558
658,2,8,10,2,0.1,1,0.5,0.780027157141094,13594
980,1,8,2,2,0.4,1,0.2,0.779981690570644,6457
637,1,16,1.2,45,0.1,1,0.33,0.779845835683399,27033
121,2,8,60,20,0.02,1,0.33,0.779705771407016,15528
11,2,8,60,2,0.02,1,0.2,0.779589371980676,9239
1173,2,8,10,20,0.4,1,0.5,0.779499256321269,15824
484,2,28,60,45,0.02,0,0.5,0.77940074906367,34532
228,2,8,60,45,0.02,1,0.5,0.779380934763843,27510
1010,1,8,2,20,0.4,1,0.2,0.779291553133515,8772
680,1,8,1.2,20,0.1,1,0.5,0.778953846153846,13867
1198,1,8,1.7,45,0.4,1,0.5,0.778899421396036,16156
998,1,28,1.3,2,0.4,1,0.2,0.778851963746224,23643
715,2,8,100,45,0.1,1,0.5,0.778750154073709,13823
390,2,8,60,45,0.02,0,0.33,0.778342100489752,9809
1177,1,16,1.1,20,0.4,1,0.5,0.778293248687584,27189
1160,1,28,1.3,2,0.4,1,0.5,0.778225806451613,45529
1143,1,8,2.4,2,0.4,1,0.5,0.778197320341048,17292
1167,1,8,1.3,20,0.4,1,0.5,0.778159931212382,12438
493,1,8,1.7,2,0.1,1,0.2,0.778110944527736,6298
445,2,8,60,20,0.02,0,0.5,0.777723258096173,14684
993,2,16,60,2,0.4,1,0.2,0.777708592777086,17117
1045,2,16,10,45,0.4,1,0.2,0.777192438797645,16076
64,1,8,1.7,45,0.02,1,0.2,0.776838810641628,7559
1120,2,8,100,45,0.4,1,0.33,0.776535288725939,11442
1080,2,28,10,2,0.4,1,0.33,0.77651376146789,31921
1203,1,16,1.1,45,0.4,1,0.5,0.776493490692298,42671
1032,1,8,1.3,45,0.4,1,0.2,0.776307692307692,7102
719,1,16,1.3,45,0.1,1,0.5,0.776269920318725,32895
374,2,16,100,20,0.02,0,0.33,0.776222471071295,16532
233,1,16,1.3,45,0.02,1,0.5,0.776123076923077,25555
12,2,8,100,2,0.02,1,0.2,0.775985107043127,7953
1013,2,8,100,20,0.4,1,0.2,0.775851393188854,7383
579,2,8,100,2,0.1,1,0.33,0.775728513463667,11934
