expid,count,exp,start_second,alpha,use_data_perc,accuracy,time
101,90,1.025,100,0.005,0.500,0.7988295537673739,136783
102,90,1.05,100,0.005,0.500,0.7310708159764764,106570
103,16,1.01,120,0.005,0.500,0.8444060261793035,32855
104,16,1.025,120,0.005,0.500,0.8422161626177491,29491
105,16,1.05,120,0.005,0.500,0.8263067061143984,36575
106,16,1.075,120,0.005,0.500,0.8021279197749785,35031
107,16,1.1,120,0.005,0.500,0.7942046855733662,59682
108,16,1.15,120,0.005,0.500,0.7564181304508045,31916
109,70,1.01,120,0.005,0.500,0.8172632091551011,104662
110,70,1.025,120,0.005,0.500,0.7750185322461083,107361
111,70,1.05,120,0.005,0.500,0.6929682638456752,85176
112,90,1.01,120,0.005,0.500,0.804638605963922,147574
113,90,1.025,120,0.005,0.500,0.772760736196319,113358
114,90,1.05,120,0.005,0.500,0.6825515016133036,97037
115,16,1.01,80,0.005,0.750,0.8460334459181151,47945
116,16,1.025,80,0.005,0.750,0.8436882003955175,43595
117,16,1.05,80,0.005,0.750,0.8431210821511053,45667
118,16,1.075,80,0.005,0.750,0.8196056155157023,57191
119,16,1.1,80,0.005,0.750,0.839038304808476,104347
120,16,1.15,80,0.005,0.750,0.8289984311782677,99836
121,70,1.01,80,0.005,0.750,0.8217846255252533,192211
122,70,1.025,80,0.005,0.750,0.7750927835051546,168305
123,70,1.05,80,0.005,0.750,0.7154968614983288,138460
124,70,1.075,80,0.005,0.750,0.572347266881029,113177
125,90,1.01,80,0.005,0.750,0.8123921439723889,198076
126,90,1.025,80,0.005,0.750,0.8301654923807963,187920
127,90,1.05,80,0.005,0.750,0.6693713630030326,165774
128,16,1.01,100,0.005,0.750,0.8530088786583361,42482
129,16,1.025,100,0.005,0.750,0.8478528614828804,42516
130,16,1.05,100,0.005,0.750,0.8412685405228223,44524
131,16,1.075,100,0.005,0.750,0.8255044657624876,63541
132,16,1.1,100,0.005,0.750,0.8200478113923008,115328
133,16,1.15,100,0.005,0.750,0.7678367346938776,74326
134,70,1.01,100,0.005,0.750,0.8328849759517405,174557
135,70,1.025,100,0.005,0.750,0.8037276220060492,174477
136,70,1.05,100,0.005,0.750,0.7389162561576355,135038
137,70,1.075,100,0.005,0.750,0.6125276707387063,111757
138,90,1.01,100,0.005,0.750,0.8159650712579289,286407
139,90,1.025,100,0.005,0.750,0.7733529990167158,179489
140,90,1.05,100,0.005,0.750,0.7202434811219873,148489
141,16,1.01,120,0.005,0.750,0.8514450867052024,43374
142,16,1.025,120,0.005,0.750,0.8542970036219953,42166
143,16,1.05,120,0.005,0.750,0.8290696717940281,129479
144,16,1.075,120,0.005,0.750,0.7864920180106426,100826
145,16,1.1,120,0.005,0.750,0.7613974231912785,116703
146,16,1.15,120,0.005,0.750,0.7725813091807329,43632
147,70,1.01,120,0.005,0.750,0.8245916440942297,168000
148,70,1.025,120,0.005,0.750,0.7599180327868853,176539
149,70,1.05,120,0.005,0.750,0.6868645457527058,137629
150,90,1.01,120,0.005,0.750,0.7832139033028581,238196
151,90,1.025,120,0.005,0.750,0.7625418060200669,182402
152,90,1.05,120,0.005,0.750,0.6858479724183221,150453
153,16,1.01,80,0.010,0.500,0.850418925579103,36106
154,16,1.025,80,0.010,0.500,0.847132970835393,29322
155,16,1.05,80,0.010,0.500,0.8622555651211413,49069
156,16,1.075,80,0.010,0.500,0.8505719153078608,31762
157,16,1.1,80,0.010,0.500,0.7998529231523471,49388
158,16,1.15,80,0.010,0.500,0.7999250187453136,35456
159,70,1.01,80,0.010,0.500,0.8507389162561576,99203
160,70,1.025,80,0.010,0.500,0.733448190991878,108146
161,70,1.05,80,0.010,0.500,0.7036399409739301,83950
162,70,1.075,80,0.010,0.500,0.6261992619926199,83202
163,90,1.01,80,0.010,0.500,0.812322157614747,138056
164,90,1.025,80,0.010,0.500,0.7849913601579857,124218
165,90,1.05,80,0.010,0.500,0.6470444553004396,106541
166,16,1.01,100,0.010,0.500,0.873199902367586,32248
167,16,1.025,100,0.010,0.500,0.8528580208973571,36820
168,16,1.05,100,0.010,0.500,0.8582774882104741,33380
169,16,1.075,100,0.010,0.500,0.8268430075924565,40720
170,16,1.1,100,0.010,0.500,0.7914622178606477,51515
171,16,1.15,100,0.010,0.500,0.8092948717948718,32508
172,70,1.01,100,0.010,0.500,0.8302969802845022,118027
173,70,1.025,100,0.010,0.500,0.7227138643067846,99078
174,70,1.05,100,0.010,0.500,0.7207384615384616,84290
175,70,1.075,100,0.010,0.500,0.6097741577193632,76210
176,90,1.01,100,0.010,0.500,0.8260388492746497,167468
177,90,1.025,100,0.010,0.500,0.7901357578776934,115649
178,90,1.05,100,0.010,0.500,0.7288114804366491,106753
179,16,1.01,120,0.010,0.500,0.8463884821864324,33584
180,16,1.025,120,0.010,0.500,0.8618960244648318,34753
181,16,1.05,120,0.010,0.500,0.8529448080009878,42543
182,16,1.075,120,0.010,0.500,0.8172174125106695,39035
183,16,1.1,120,0.010,0.500,0.7934057792047419,34968
184,16,1.15,120,0.010,0.500,0.8213213213213213,30721
185,70,1.01,120,0.010,0.500,0.8429095354523227,102172
186,70,1.025,120,0.010,0.500,0.7301528599605522,99770
187,70,1.05,120,0.010,0.500,0.6939897385780601,83158
188,90,1.01,120,0.010,0.500,0.7895259369570613,146473
189,90,1.025,120,0.010,0.500,0.7467805844477464,116451
190,90,1.05,120,0.010,0.500,0.6769117285468405,114338
191,16,1.01,80,0.010,0.750,0.8297259484816064,43654
192,16,1.025,80,0.010,0.750,0.8731988472622478,42774
193,16,1.05,80,0.010,0.750,0.8527893831408209,49462
194,16,1.075,80,0.010,0.750,0.8346308284847989,53993
195,16,1.1,80,0.010,0.750,0.8019367654361861,56186
196,16,1.15,80,0.010,0.750,0.8058093994778068,45043
197,70,1.01,80,0.010,0.750,0.8237878294825903,152499
198,70,1.025,80,0.010,0.750,0.7839171188949186,150367
199,70,1.05,80,0.010,0.750,0.7061428688591815,133565
200,70,1.075,80,0.010,0.750,0.6560124254066868,118030
201,90,1.01,80,0.010,0.750,0.793075088411876,195740
202,90,1.025,80,0.010,0.750,0.767590618336887,180165
203,90,1.05,80,0.010,0.750,0.6268828710181908,157395
204,16,1.01,100,0.010,0.750,0.8657532012070793,45105
205,16,1.025,100,0.010,0.750,0.8717015468607825,43016
206,16,1.05,100,0.010,0.750,0.8581548733816464,48042
207,16,1.075,100,0.010,0.750,0.8239194499017681,82823
208,16,1.1,100,0.010,0.750,0.782880658436214,70106
209,16,1.15,100,0.010,0.750,0.8094055307170062,48530
210,70,1.01,100,0.010,0.750,0.8469967532467533,207547
211,70,1.025,100,0.010,0.750,0.7203327019682121,147735
212,70,1.05,100,0.010,0.750,0.7240125599074533,123514
213,70,1.075,100,0.010,0.750,0.6150304226278572,112587
214,90,1.01,100,0.010,0.750,0.8277982779827798,191564
215,90,1.025,100,0.010,0.750,0.803939195815626,166833
216,90,1.05,100,0.010,0.750,0.7356020942408377,179107
217,16,1.01,120,0.010,0.750,0.8554147465437788,43102
218,16,1.025,120,0.010,0.750,0.8382292438081133,66111
219,16,1.05,120,0.010,0.750,0.8487740661510613,53777
220,16,1.075,120,0.010,0.750,0.8108575665211303,66749
221,16,1.1,120,0.010,0.750,0.7698088547622938,61343
222,16,1.15,120,0.010,0.750,0.8373850197109067,41135
223,70,1.01,120,0.010,0.750,0.8407319274636909,202973
224,70,1.025,120,0.010,0.750,0.7247043363994744,148276
225,70,1.05,120,0.010,0.750,0.6939451669013501,124492
226,90,1.01,120,0.010,0.750,0.7884662981602178,229757
227,90,1.025,120,0.010,0.750,0.7866129430145548,167551
228,90,1.05,120,0.010,0.750,0.6798245614035088,149638
229,16,1.01,80,0.015,0.500,0.8050006128201985,39262
230,16,1.025,80,0.015,0.500,0.8166831928606841,39533
231,16,1.05,80,0.015,0.500,0.8244340551181102,29712
232,16,1.075,80,0.015,0.500,0.8226299694189603,41535
233,16,1.1,80,0.015,0.500,0.803977625854568,37959
234,16,1.15,80,0.015,0.500,0.7421530161844041,36129
235,70,1.01,80,0.015,0.500,0.8050111634830067,131339
236,70,1.025,80,0.015,0.500,0.7512394645513139,109083
237,70,1.05,80,0.015,0.500,0.7415426251691475,87890
238,70,1.075,80,0.015,0.500,0.6568807339449542,78819
239,90,1.01,80,0.015,0.500,0.8092178425800074,151361
240,90,1.025,80,0.015,0.500,0.7438339438339439,115210
241,90,1.05,80,0.015,0.500,0.6445129469790383,109059
242,16,1.01,100,0.015,0.500,0.8461919504643963,35699
243,16,1.025,100,0.015,0.500,0.8369295634920635,40171
244,16,1.05,100,0.015,0.500,0.817946505608283,35145
245,16,1.075,100,0.015,0.500,0.8287231415164238,41428
246,16,1.1,100,0.015,0.500,0.788135593220339,36809
247,16,1.15,100,0.015,0.500,0.8013950073421439,32523
248,70,1.01,100,0.015,0.500,0.8220529470529471,121165
249,70,1.025,100,0.015,0.500,0.7493453049008605,96981
250,70,1.05,100,0.015,0.500,0.7439784814769532,85004
251,70,1.075,100,0.015,0.500,0.6074512706637059,74006
252,90,1.01,100,0.015,0.500,0.7948462591808789,145556
253,90,1.025,100,0.015,0.500,0.7809630181186399,118906
254,90,1.05,100,0.015,0.500,0.7106636838180462,103926
255,16,1.01,120,0.015,0.500,0.8164657167214712,29616
256,16,1.025,120,0.015,0.500,0.8235366757224006,36667
257,16,1.05,120,0.015,0.500,0.8347967887606623,45088
258,16,1.075,120,0.015,0.500,0.8025210084033614,41059
259,16,1.1,120,0.015,0.500,0.7772117296222664,35662
260,16,1.15,120,0.015,0.500,0.8277014481990346,35419
261,70,1.01,120,0.015,0.500,0.8006492725742456,114971
262,70,1.025,120,0.015,0.500,0.7269896624735335,92617
263,70,1.05,120,0.015,0.500,0.7014667817083693,90912
264,90,1.01,120,0.015,0.500,0.7792605288932419,162106
265,90,1.025,120,0.015,0.500,0.7779441117764471,122869
266,90,1.05,120,0.015,0.500,0.6674822608270125,97119
267,16,1.01,80,0.015,0.750,0.8167402321399378,44324
268,16,1.025,80,0.015,0.750,0.8245956270828253,46382
269,16,1.05,80,0.015,0.750,0.8285361842105263,46861
270,16,1.075,80,0.015,0.750,0.8261082537349987,88963
271,16,1.1,80,0.015,0.750,0.8140946755271146,46672
272,16,1.15,80,0.015,0.750,0.7635811587067126,56101
273,70,1.01,80,0.015,0.750,0.8061048658406499,236716
274,70,1.025,80,0.015,0.750,0.7599310571240971,156051
275,70,1.05,80,0.015,0.750,0.7437314417683932,124194
276,70,1.075,80,0.015,0.750,0.6544315129811996,114302
277,90,1.01,80,0.015,0.750,0.7943641143608281,198933
278,90,1.025,80,0.015,0.750,0.7328936521022259,165719
279,90,1.05,80,0.015,0.750,0.6466227347611203,164945
280,16,1.01,100,0.015,0.750,0.8356153152414528,45152
281,16,1.025,100,0.015,0.750,0.8287093870202145,51416
282,16,1.05,100,0.015,0.750,0.8158909956496758,52068
283,16,1.075,100,0.015,0.750,0.8053969042297823,61390
284,16,1.1,100,0.015,0.750,0.7880658436213992,50620
285,16,1.15,100,0.015,0.750,0.795372792674951,44163
286,70,1.01,100,0.015,0.750,0.8071734123066798,179592
287,70,1.025,100,0.015,0.750,0.7390055792582868,153296
288,70,1.05,100,0.015,0.750,0.7384666171494595,133364
289,70,1.075,100,0.015,0.750,0.6119550858652576,108850
290,90,1.01,100,0.015,0.750,0.7960520927184863,194287
291,90,1.025,100,0.015,0.750,0.7748840237649548,162516
292,90,1.05,100,0.015,0.750,0.7189494354442808,154711
293,16,1.01,120,0.015,0.750,0.8292882912430305,44197
294,16,1.025,120,0.015,0.750,0.8160825417622011,48872
295,16,1.05,120,0.015,0.750,0.8212071778140294,70599
296,16,1.075,120,0.015,0.750,0.7989796758002139,65748
297,16,1.1,120,0.015,0.750,0.7893056010481494,49530
298,16,1.15,120,0.015,0.750,0.8304571849186227,41639
299,70,1.01,120,0.015,0.750,0.7879036897033446,168239
300,70,1.025,120,0.015,0.750,0.7390693445739317,141471
301,70,1.05,120,0.015,0.750,0.6837071240105541,119204
302,90,1.01,120,0.015,0.750,0.8021157946531081,222392
303,90,1.025,120,0.015,0.750,0.7324787747627768,179201
304,90,1.05,120,0.015,0.750,0.6636288318144159,166025
